comuna,titulo,precio_clp,habitaciones,banos,superficie_m2,estacionamientos,fecha_publicacion,codigo_aviso,url,tipo_publicacion,tipo_propiedad,precio_uf
Macul,"Depto 2D/1B con Estacionamiento, Bodega y Walk-In Closet - Macul",480000.0,2.0,1.0,50.0,1.0,26/07/2026,125927696,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/poeta-vicente-huidobro-3500/125927696,arriendo-mensual,departamento,11.751804820149644
Macul,Arrienda Hermoso Departamento Nuevo en Macul,350000.0,1.0,1.0,40.0,,24/07/2026,125733595,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-departamental-3516/125733595,arriendo-mensual,departamento,8.569024348025783
Macul,"Departamento en Agrícola 1710, Al Lado Inacap, Metro Agricola",500000.0,2.0,2.0,62.0,,22/07/2026,125572512,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/agricola/125572512,arriendo-mensual,departamento,12.241463354322546
Macul,"Departamento en Agrícola 1710, Estación Metro, Lado Inacap.",500000.0,2.0,2.0,62.0,,21/07/2026,125468514,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-escuela-agricola-1710/125468514,arriendo-mensual,departamento,12.241463354322546
Macul,Depto 2D/2B con Terraza y Estacionamiento en Macul,535000.0,2.0,2.0,70.0,1.0,21/07/2026,125471493,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/luis-valenzuela-aris-3220/125471493,arriendo-mensual,departamento,13.098365789125124
Macul,"Macul, Av. Departamental 3516",350000.0,1.0,1.0,40.0,,14/07/2026,87121339,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-departamental-3516/87121339,arriendo-mensual,departamento,8.569024348025783
Macul,Arrienda Hermoso y Nuevo Departamento en Macul,350000.0,1.0,1.0,40.0,,14/07/2026,80780599,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-departamental-3516/80780599,arriendo-mensual,departamento,8.569024348025783
Macul,Arrienda Hermos Departamento Nuevo en Macul,350000.0,1.0,1.0,40.0,,14/07/2026,80202187,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-departamental-3516/80202187,arriendo-mensual,departamento,8.569024348025783
Macul,"Macul, Avenida Quilin 139",315000.0,1.0,1.0,38.0,,13/07/2026,123076203,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-quilin-139/123076203,arriendo-mensual,departamento,7.712121913223204
Macul,"Macul, Avenida Escuela Agrícola 1710",500000.0,2.0,2.0,57.0,1.0,08/07/2026,118191283,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-escuela-agricola-1710/118191283,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Av. Departamental 3516",350000.0,1.0,1.0,40.0,,25/06/2026,96693952,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-departamental-3516/96693952,arriendo-mensual,departamento,8.569024348025783
Macul,"Macul, Avenida Américo Vespucio 4455",500000.0,2.0,2.0,54.0,,15/06/2026,109624778,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-americo-vespucio-4455/109624778,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Monseñor Carlos Casanueva",560000.0,2.0,1.0,65.0,1.0,03/06/2026,112682985,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/monsenor-carlos-casanueva/112682985,arriendo-mensual,departamento,13.710438956841251
Macul,"Macul, macul 3198",450000.0,2.0,2.0,52.0,,26/07/2026,125899087,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/macul-3198/125899087,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, macul 3198",450000.0,2.0,2.0,52.0,,26/07/2026,125899073,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/macul-3198/125899073,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Vista despejada! (176715)",550000.0,2.0,2.0,60.0,1.0,26/07/2026,125883308,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/vista-despejada-176715/125883308,arriendo-mensual,departamento,13.465609689754801
Macul,"Macul, Casi estación metro las torres.",550000.0,2.0,2.0,60.0,,26/07/2026,125881952,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/casi-estacion-metro-las-torres/125881952,arriendo-mensual,departamento,13.465609689754801
Macul,"Macul, Bello departamento (176770)",630000.0,2.0,2.0,60.0,1.0,26/07/2026,125881197,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/bello-departamento-176770/125881197,arriendo-mensual,departamento,15.424243826446409
Macul,"Macul, Siria",520000.0,2.0,1.0,52.0,,25/07/2026,65048747,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/siria/65048747,arriendo-mensual,departamento,12.731121888495448
Macul,"Macul, Vespucio con las torres",560000.0,2.0,2.0,64.0,,25/07/2026,115504421,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/vespucio-con-las-torres/115504421,arriendo-mensual,departamento,13.710438956841251
Macul,"Macul, Macul 3401",470000.0,1.0,1.0,32.0,,25/07/2026,125815793,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/macul-3401/125815793,arriendo-mensual,departamento,11.506975553063194
Macul,"Macul, Estudio amoblado sin cheque sin aval",350000.0,1.0,1.0,33.0,,25/07/2026,125812141,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/estudio-amoblado-sin-cheque-sin-aval/125812141,arriendo-mensual,departamento,8.569024348025783
Macul,"Macul, Macul",560000.0,2.0,2.0,65.0,1.0,25/07/2026,125812016,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/macul/125812016,arriendo-mensual,departamento,13.710438956841251
Macul,"Macul, Vicuña Mackenna",346000.0,1.0,1.0,35.0,,25/07/2026,125807418,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/vicuna-mackenna/125807418,arriendo-mensual,departamento,8.471092641191202
Macul,"Macul, Madreselvas",470000.0,2.0,2.0,54.0,1.0,25/07/2026,6587113,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/madreselvas/6587113,arriendo-mensual,departamento,11.506975553063194
Macul,"Macul, Luis valenzuela aris 3221",610000.0,2.0,2.0,68.0,1.0,25/07/2026,125801903,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/luis-valenzuela-aris-3221/125801903,arriendo-mensual,departamento,14.934585292273507
Macul,"Macul, Coipue 3091",570000.0,3.0,2.0,74.0,1.0,25/07/2026,125764536,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/coipue-3091/125764536,arriendo-mensual,departamento,13.955268223927703
Macul,"Macul, Los Olmos 3140  – Macul",490000.0,2.0,1.0,50.0,1.0,24/07/2026,107620674,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/los-olmos-3140-macul/107620674,arriendo-mensual,departamento,11.996634087236096
Macul,"Macul, Metro Escuela Agrícola",440000.0,2.0,1.0,48.0,,24/07/2026,125727521,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/metro-escuela-agricola/125727521,arriendo-mensual,departamento,10.77248775180384
Macul,"Macul, Los espinos con exequiel fernandez",380000.0,1.0,1.0,36.58,,24/07/2026,125721733,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/los-espinos-con-exequiel-fernandez/125721733,arriendo-mensual,departamento,9.303512149285135
Macul,"Macul, Se arrienda en avenida macul 3735",650000.0,2.0,2.0,58.0,,24/07/2026,125716837,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/se-arrienda-en-avenida-macul-3735/125716837,arriendo-mensual,departamento,15.91390236061931
Macul,"Macul, Avenida macul 2795",500000.0,2.0,2.0,48.0,1.0,24/07/2026,125666324,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-macul-2795/125666324,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Av macul 2795",500000.0,2.0,2.0,48.0,1.0,24/07/2026,125666305,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-macul-2795/125666305,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Av Quilin 3375",450000.0,1.0,1.0,40.0,1.0,24/07/2026,125665927,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-quilin-3375/125665927,arriendo-mensual,departamento,11.017317018890292
Macul,"Departamento, 2 Dormitorios + 2 Baños + Bodega y Estacionamiento",630000.0,2.0,2.0,59.0,1.0,23/07/2026,125661839,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/los-platanos-3001/125661839,arriendo-mensual,departamento,15.424243826446409
Macul,"Macul, Gran vista, confort y excelente conectividad (176341)",450000.0,1.0,1.0,34.75,,23/07/2026,125633442,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/gran-vista-confort-y-excelente-conectividad-176341/125633442,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, armando moock 3777",500000.0,2.0,2.0,57.0,1.0,23/07/2026,125631722,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/armando-moock-3777/125631722,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Depto 3d 2b 1e 1b macul (176572)",850000.0,3.0,2.0,90.0,1.0,23/07/2026,125631454,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/depto-3d-2b-1e-1b-macul-176572/125631454,arriendo-mensual,departamento,20.81048770234833
Macul,"Macul, Avenida Américo Vespucio con Uno Oriente",399000.0,2.0,2.0,47.0,,23/07/2026,125629808,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-americo-vespucio-con-uno-oriente/125629808,arriendo-mensual,departamento,9.768687756749392
Macul,"Macul, Avenida Quilin",460000.0,1.0,1.0,42.0,1.0,23/07/2026,125628458,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-quilin/125628458,arriendo-mensual,departamento,11.262146285976742
Macul,"Macul, Padre Luis Querbes",380000.0,1.0,1.0,36.0,,23/07/2026,125628285,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/padre-luis-querbes/125628285,arriendo-mensual,departamento,9.303512149285135
Macul,"Macul, arturo prat 4327",300000.0,1.0,1.0,32.0,,23/07/2026,123980044,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/arturo-prat-4327/123980044,arriendo-mensual,departamento,7.344878012593528
Macul,"Macul, Metro macul",450000.0,2.0,2.0,52.0,,23/07/2026,125626475,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/metro-macul/125626475,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Hermoso departamento nuevo y amoblado en macul",460000.0,1.0,1.0,37.0,1.0,23/07/2026,125625635,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/hermoso-departamento-nuevo-y-amoblado-en-macul/125625635,arriendo-mensual,departamento,11.262146285976742
Macul,"Macul, macul 3198",450000.0,2.0,2.0,52.0,,23/07/2026,125015027,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/macul-3198/125015027,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Camilo Ortuzar 4030",600000.0,3.0,2.0,73.0,1.0,23/07/2026,119736462,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/camilo-ortuzar-4030/119736462,arriendo-mensual,departamento,14.689756025187055
Macul,"Macul, vicente huidobro con macul",539000.0,2.0,2.0,51.0,1.0,23/07/2026,125614959,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/vicente-huidobro-con-macul/125614959,arriendo-mensual,departamento,13.196297495959705
Macul,"Macul, Av. Macul 3474",650000.0,2.0,2.0,57.0,1.0,22/07/2026,125170875,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-macul-3474/125170875,arriendo-mensual,departamento,15.91390236061931
Macul,"Macul, Camino Agricola",370000.0,1.0,1.0,45.0,1.0,22/07/2026,108595254,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/camino-agricola/108595254,arriendo-mensual,departamento,9.058682882198685
Macul,"Macul, Excelente Departamento Moderno a pasos de Metro (176374)",400000.0,1.0,1.0,40.0,,22/07/2026,125542410,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/excelente-departamento-moderno-a-pasos-de-metro-176374/125542410,arriendo-mensual,departamento,9.793170683458037
Macul,"Macul, Exequiel Fernández",520000.0,2.0,2.0,62.0,1.0,21/07/2026,112653112,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/exequiel-fernandez/112653112,arriendo-mensual,departamento,12.731121888495448
Macul,"Macul, armando moock 3777",500000.0,2.0,2.0,57.0,1.0,21/07/2026,125472861,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/armando-moock-3777/125472861,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Premio Nóbel 3295",620000.0,3.0,2.0,75.0,1.0,21/07/2026,125470867,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/premio-nobel-3295/125470867,arriendo-mensual,departamento,15.179414559359957
Macul,"Macul, Los Plátanos",480000.0,1.0,1.0,37.0,1.0,21/07/2026,125443274,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/los-platanos/125443274,arriendo-mensual,departamento,11.751804820149644
Macul,"Macul, Metro macul - padre luis querbes 6321",500000.0,2.0,1.0,44.0,,21/07/2026,125438949,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/metro-macul-padre-luis-querbes-6321/125438949,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Metro carlos valdovinos",500000.0,2.0,2.0,51.0,,21/07/2026,125436354,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/metro-carlos-valdovinos/125436354,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Linda vista, amplio departamento Macul c/ Quilin (176237)",490000.0,2.0,2.0,60.0,1.0,21/07/2026,125435294,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/linda-vista-amplio-departamento-macul-c-quilin-176237/125435294,arriendo-mensual,departamento,11.996634087236096
Macul,"Macul, Exequiel Fernández",408447.9,2.0,2.0,69.0,1.0,21/07/2026,119880335,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/exequiel-fernandez/119880335,arriendo-mensual,departamento,10.0
Macul,"Macul, Arriendo 2D, 1B, Est y Bod Metro Agricola (176172)",470000.0,2.0,1.0,50.0,1.0,21/07/2026,125428490,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/arriendo-2d-1b-est-y-bod-metro-agricola-176172/125428490,arriendo-mensual,departamento,11.506975553063194
Macul,"Macul, Escuela Agrícola 1710, Macul",680000.0,4.0,3.0,94.0,1.0,21/07/2026,125423404,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/escuela-agricola-1710-macul/125423404,arriendo-mensual,departamento,16.648390161878662
Macul,Exquisito Departamento a Estrenar de 1 Dormitorio con 1 Baño,390000.0,1.0,1.0,35.06,,21/07/2026,122860916,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/padre-luis-querbes-6321/122860916,arriendo-mensual,departamento,9.548341416371587
Macul,"Macul, Metro camino agrícola",420000.0,1.0,1.0,39.0,,20/07/2026,125329485,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/metro-camino-agricola/125329485,arriendo-mensual,departamento,10.282829217630939
Macul,"Macul, Avenida Padre Luis Querbes, Macul, Región Metropolitana de Santiago 7810000, Chile",570000.0,2.0,1.0,26.0,,20/07/2026,125289266,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-padre-luis-querbes-macul-region-metropolitana-de-santiago-7810000-chile/125289266,arriendo-mensual,departamento,13.955268223927703
Macul,"Macul, los espinos",560000.0,3.0,2.0,,1.0,19/07/2026,115657821,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/los-espinos/115657821,arriendo-mensual,departamento,13.710438956841251
Macul,"Macul, Sin aval!! 2 dorm 2 baños 1 est 1 bod",560000.0,2.0,2.0,56.0,1.0,19/07/2026,76159116,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/sin-aval-2-dorm-2-banos-1-est-1-bod/76159116,arriendo-mensual,departamento,13.710438956841251
Macul,"Macul, Av. Macul 3474",650000.0,2.0,2.0,57.0,1.0,19/07/2026,125253313,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-macul-3474/125253313,arriendo-mensual,departamento,15.91390236061931
Macul,"Macul, Camilo Ortúzar",480000.0,2.0,2.0,55.0,,18/07/2026,92629281,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/camilo-ortuzar/92629281,arriendo-mensual,departamento,11.751804820149644
Macul,Arriendo Departamento 3 Dorm 2 Banos 1 Estac Frente a Mall Quilín,540000.0,3.0,2.0,70.0,1.0,18/07/2026,123891277,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/ignacio-carrera-pinto-4971/123891277,arriendo-mensual,departamento,13.22078042266835
Macul,"Macul, Excelente Inversión en Pleno Centro (176017)",500000.0,2.0,2.0,60.0,1.0,18/07/2026,125175656,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/excelente-inversion-en-pleno-centro-176017/125175656,arriendo-mensual,departamento,12.241463354322546
Macul,"Macul, Amplio Departamento con Excelente Vista (176064)",690000.0,2.0,2.0,58.0,1.0,18/07/2026,125174622,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/amplio-departamento-con-excelente-vista-176064/125174622,arriendo-mensual,departamento,16.893219428965114
Macul,"Macul, Poeta Vicente Huidobro",480000.0,2.0,1.0,42.0,1.0,18/07/2026,125174066,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/poeta-vicente-huidobro/125174066,arriendo-mensual,departamento,11.751804820149644
Macul,"Macul, Vicuña Mackenna",420000.0,1.0,1.0,40.0,,18/07/2026,125173824,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/vicuna-mackenna/125173824,arriendo-mensual,departamento,10.282829217630939
Macul,"Macul, Av. Macul 3474",650000.0,2.0,2.0,57.0,1.0,18/07/2026,125170917,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-macul-3474/125170917,arriendo-mensual,departamento,15.91390236061931
Macul,"Macul, Metro las torres",350000.0,1.0,1.0,35.0,10.0,17/07/2026,96289937,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/metro-las-torres/96289937,arriendo-mensual,departamento,8.569024348025783
Macul,"Macul, Avenida Américo Vespucio",330000.0,1.0,1.0,36.0,,17/07/2026,125077653,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-americo-vespucio/125077653,arriendo-mensual,departamento,8.079365813852881
Macul,"Macul, Cómodo departamento en Macul (175866)",435000.0,1.0,1.0,36.0,1.0,17/07/2026,125076126,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/comodo-departamento-en-macul-175866/125076126,arriendo-mensual,departamento,10.650073118260615
Macul,"Macul, Parque mackenna",350000.0,,1.0,35.0,,17/07/2026,125074349,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/parque-mackenna/125074349,arriendo-mensual,departamento,8.569024348025783
Macul,"Macul, Metro las torres",470000.0,2.0,2.0,60.0,,17/07/2026,125074243,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/metro-las-torres/125074243,arriendo-mensual,departamento,11.506975553063194
Macul,"Macul, Missouri 3885, Macul",326758.32,1.0,1.0,,1.0,16/07/2026,125012770,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/missouri-3885-macul/125012770,arriendo-mensual,departamento,8.0
Macul,"Dpto. en Macul, 1 Hab. + 1 Estac. + 1 Bod. (Cerca Estac. Metro).",450000.0,1.0,1.0,38.0,1.0,16/07/2026,125012528,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-americo-vespucio-4455/125012528,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Mayor abe 2800",600000.0,3.0,2.0,70.0,,16/07/2026,124998550,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/mayor-abe-2800/124998550,arriendo-mensual,departamento,14.689756025187055
Macul,"Macul, Ideal para Inversión: Excelente Conectividad (175776)",550000.0,2.0,2.0,45.0,1.0,16/07/2026,124997862,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/ideal-para-inversion-excelente-conectividad-175776/124997862,arriendo-mensual,departamento,13.465609689754801
Macul,"Macul, macul 3198",450000.0,2.0,2.0,52.0,,15/07/2026,124875983,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/macul-3198/124875983,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Quilín/ Macul",600000.0,2.0,2.0,64.0,1.0,15/07/2026,124871787,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/quilin-macul/124871787,arriendo-mensual,departamento,14.689756025187055
Macul,"Macul, Camilo ortuzar",570000.0,3.0,2.0,72.0,1.0,15/07/2026,124870442,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/camilo-ortuzar/124870442,arriendo-mensual,departamento,13.955268223927703
Macul,"Macul, Av. Macul / los olmos",680000.0,2.0,2.0,65.3,,15/07/2026,124870077,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-macul-los-olmos/124870077,arriendo-mensual,departamento,16.648390161878662
Macul,"Macul, Vicuña Mackenna",390000.0,1.0,1.0,40.0,,15/07/2026,124866352,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/vicuna-mackenna/124866352,arriendo-mensual,departamento,9.548341416371587
Macul,Departamento Nuevo en Arriendo. Comuna de Macul,360000.0,1.0,1.0,30.0,,15/07/2026,124866080,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/missouri-3885/124866080,arriendo-mensual,departamento,8.813853615112233
Macul,"Macul, Los Clarines 3139, Macul, Región Metropolitana de Santiago 7810000, Chile",430000.0,2.0,1.0,60.0,,15/07/2026,124854825,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/los-clarines-3139-macul-region-metropolitana-de-santiago-7810000-chile/124854825,arriendo-mensual,departamento,10.52765848471739
Macul,"Macul, Avenida macul",400000.0,1.0,1.0,37.0,,15/07/2026,84322363,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-macul/84322363,arriendo-mensual,departamento,9.793170683458037
Macul,"Departamento Remodelado 2 D, 2 B Av Macul",480000.0,2.0,2.0,46.0,1.0,14/07/2026,124784014,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/av-macul-2301/124784014,arriendo-mensual,departamento,11.751804820149644
Macul,"Macul, Oferta - rebajado - amoblado / laguna centro",380000.0,1.0,,45.0,,14/07/2026,50869722,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/oferta-rebajado-amoblado-laguna-centro/50869722,arriendo-mensual,departamento,9.303512149285135
Macul,"Macul, Poeta Vicente Huidobro",450000.0,2.0,1.0,48.0,1.0,14/07/2026,124740312,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/poeta-vicente-huidobro/124740312,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Avenida Américo Vespucio",450000.0,2.0,2.0,52.0,,14/07/2026,124740085,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-americo-vespucio/124740085,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Avenida Macul",420000.0,1.0,1.0,39.0,,14/07/2026,124739779,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-macul/124739779,arriendo-mensual,departamento,10.282829217630939
Macul,"Macul, Poeta Vicente Huidobro 3500",530000.0,2.0,2.0,60.0,1.0,14/07/2026,50584930,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/poeta-vicente-huidobro-3500/50584930,arriendo-mensual,departamento,12.9759511555819
Macul,"Macul, Avenida Agricola",310000.0,1.0,1.0,32.0,,13/07/2026,124709748,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-agricola/124709748,arriendo-mensual,departamento,7.5897072796799785
Macul,"Macul, Exequiel fernandez / pomaire",650000.0,2.0,2.0,70.0,,12/07/2026,103051764,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/exequiel-fernandez-pomaire/103051764,arriendo-mensual,departamento,15.91390236061931
Macul,"Macul, A estrenar, a pasos de Metro E. Agrícola (175064)",450000.0,1.0,1.0,30.0,1.0,11/07/2026,124475839,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/a-estrenar-a-pasos-de-metro-e-agricola-175064/124475839,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Dpto 2d/2B estac y bodega , Macul. (60724)",520000.0,2.0,2.0,60.0,1.0,11/07/2026,65465907,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/dpto-2d-2b-estac-y-bodega-macul-60724/65465907,arriendo-mensual,departamento,12.731121888495448
Macul,"Macul, 2d + 2b en arriendo macul",450000.0,2.0,2.0,50.0,1.0,11/07/2026,110366128,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/2d-2b-en-arriendo-macul/110366128,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Colegio san marcos, rodrigo de araya",450000.0,1.0,2.0,56.0,1.0,11/07/2026,121359117,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/colegio-san-marcos-rodrigo-de-araya/121359117,arriendo-mensual,departamento,11.017317018890292
Macul,"Macul, Exequiel Fernández",408447.9,2.0,2.0,70.0,1.0,11/07/2026,121575434,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/exequiel-fernandez/121575434,arriendo-mensual,departamento,10.0
Macul,"Macul, Avda. Macul",430000.0,2.0,2.0,58.0,,10/07/2026,124396345,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avda-macul/124396345,arriendo-mensual,departamento,10.52765848471739
Macul,"Macul, Avenida Quilin 107",380000.0,2.0,1.0,50.0,,10/07/2026,124385535,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/avenida-quilin-107/124385535,arriendo-mensual,departamento,9.303512149285135
Macul,"Macul, Condominio Edificio Poeta Huidobro 3500",570000.0,2.0,2.0,58.76,2.0,10/07/2026,124382181,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/condominio-edificio-poeta-huidobro-3500/124382181,arriendo-mensual,departamento,13.955268223927703
Macul,"Macul, Macul, Santa Cristina, Macul",400000.0,1.0,1.0,41.0,1.0,09/07/2026,12249703,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/macul/departamento/macul-santa-cristina-macul/12249703,arriendo-mensual,departamento,9.793170683458037
