comuna,titulo,precio_clp,habitaciones,banos,superficie_m2,estacionamientos,fecha_publicacion,codigo_aviso,url,tipo_publicacion,tipo_propiedad,precio_uf
Ñuñoa,"Ñuñoa, Amplio y moderno estudio - metro ñuble, ñuñoa",330000.0,1.0,1.0,34.0,,14/07/2026,112491683,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/amplio-y-moderno-estudio-metro-nuble-nunoa/112491683,arriendo-mensual,departamento,8.079365813852881
Ñuñoa,"Ñuñoa, Metro Chile España",730000.0,2.0,2.0,55.0,1.0,14/07/2026,124744528,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/metro-chile-espana/124744528,arriendo-mensual,departamento,17.872536497310918
Ñuñoa,"Ñuñoa, Metro Santa Isabel",694361.43,2.0,2.0,50.0,1.0,14/07/2026,124744506,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/metro-santa-isabel/124744506,arriendo-mensual,departamento,17.0
Ñuñoa,"Ñuñoa, Avda. Vicuña Nackenna 1947",345000.0,1.0,1.0,36.0,,14/07/2026,124737668,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avda-vicuna-nackenna-1947/124737668,arriendo-mensual,departamento,8.446609714482557
Ñuñoa,"Ñuñoa, Acogedor departamento (175480)",680000.0,1.0,1.0,45.0,,14/07/2026,124726061,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/acogedor-departamento-175480/124726061,arriendo-mensual,departamento,16.648390161878662
Ñuñoa,"Ñuñoa, Seminario / Irarrazaval",571827.06,1.0,1.0,55.0,1.0,14/07/2026,95723999,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/seminario-irarrazaval/95723999,arriendo-mensual,departamento,14.0
Ñuñoa,"Ñuñoa, Se Arrienda Hermoso Dpto en Ñuñoa Smat Too (175407)",565000.0,2.0,1.0,46.39,,14/07/2026,124721365,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/se-arrienda-hermoso-dpto-en-nunoa-smat-too-175407/124721365,arriendo-mensual,departamento,13.832853590384477
Ñuñoa,"Ñuñoa, Av. Salvador / Metro Monseñor Eyzaguirre, Ñuñoa",630000.0,2.0,1.0,55.0,,13/07/2026,60274213,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/av-salvador-metro-monsenor-eyzaguirre-nunoa/60274213,arriendo-mensual,departamento,15.424243826446409
Ñuñoa,Se Arrienda Departamento en Ñuñoa (J.D.Cañas/Campo de Deportes),900000.0,3.0,2.0,90.0,1.0,13/07/2026,124608013,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/jose-domingo-canas-2001/124608013,arriendo-mensual,departamento,22.034634037780584
Ñuñoa,"Ñuñoa, Carlos dittborn 400 ñuñoa",690000.0,3.0,1.0,95.0,1.0,12/07/2026,124582267,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/carlos-dittborn-400-nunoa/124582267,arriendo-mensual,departamento,16.893219428965114
Ñuñoa,"Ñuñoa, Til til",375000.0,1.0,1.0,38.0,,12/07/2026,59300035,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/til-til/59300035,arriendo-mensual,departamento,9.181097515741909
Ñuñoa,"Ñuñoa, Estadio Nacional",595000.0,2.0,2.0,54.0,1.0,12/07/2026,124537672,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/estadio-nacional/124537672,arriendo-mensual,departamento,14.56734139164383
Ñuñoa,"Ñuñoa, Tu puedes ser el primer residente del dpto (174951)",530000.0,2.0,2.0,42.0,1.0,11/07/2026,124485201,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/tu-puedes-ser-el-primer-residente-del-dpto-174951/124485201,arriendo-mensual,departamento,12.9759511555819
Ñuñoa,"Ñuñoa, Jorge washington plaza ñuñoa",580000.0,1.0,1.0,46.0,,11/07/2026,93911168,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/jorge-washington-plaza-nunoa/93911168,arriendo-mensual,departamento,14.200097491014153
Ñuñoa,"Ñuñoa, Depto 2D y 2B Metro Chile España (174843)",950000.0,2.0,2.0,90.0,1.0,11/07/2026,124480434,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/depto-2d-y-2b-metro-chile-espana-174843/124480434,arriendo-mensual,departamento,23.258780373212836
Ñuñoa,"Ñuñoa, Plaza egaña 100",890000.0,2.0,2.0,58.0,352.0,11/07/2026,120034954,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/plaza-egana-100/120034954,arriendo-mensual,departamento,21.789804770694133
Ñuñoa,"Ñuñoa, Metro ñuble",450000.0,1.0,1.0,35.2,,11/07/2026,124456299,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/metro-nuble/124456299,arriendo-mensual,departamento,11.017317018890292
Ñuñoa,"Ñuñoa, Condell",776051.01,2.0,2.0,72.0,1.0,11/07/2026,6412999,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/condell/6412999,arriendo-mensual,departamento,19.0
Ñuñoa,"Ñuñoa, Acogedor departamento (175081)",620000.0,1.0,1.0,45.0,1.0,11/07/2026,124450571,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/acogedor-departamento-175081/124450571,arriendo-mensual,departamento,15.179414559359957
Ñuñoa,"Ñuñoa, Acogedor departamento (174982)",550000.0,1.0,1.0,45.0,1.0,11/07/2026,124450543,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/acogedor-departamento-174982/124450543,arriendo-mensual,departamento,13.465609689754801
Ñuñoa,"Ñuñoa, Metro ñuble",640000.0,2.0,2.0,52.0,,10/07/2026,123520594,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/metro-nuble/123520594,arriendo-mensual,departamento,15.669073093532859
Ñuñoa,"Ñuñoa, KLG - Mujica con Bustamante, Metro Irarrázaval Depto 1D 1B Impecable, Barrio Italia",520000.0,1.0,1.0,37.0,,10/07/2026,114100356,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/klg-mujica-con-bustamante-metro-irarrazaval-depto-1d-1b-impecable-barrio-italia/114100356,arriendo-mensual,departamento,12.731121888495448
Ñuñoa,"Ñuñoa, Calle los alerces- estadio nacional",520000.0,2.0,2.0,52.0,,10/07/2026,124399936,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/calle-los-alerces-estadio-nacional/124399936,arriendo-mensual,departamento,12.731121888495448
Ñuñoa,"Ñuñoa, Estadio nacional",490000.0,2.0,1.0,54.0,,10/07/2026,124399897,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/estadio-nacional/124399897,arriendo-mensual,departamento,11.996634087236096
Ñuñoa,"Ñuñoa, San Eugenio 1209",400000.0,1.0,1.0,42.0,,10/07/2026,124398096,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/san-eugenio-1209/124398096,arriendo-mensual,departamento,9.793170683458037
Ñuñoa,"Ñuñoa, Arriendo moderno departamento a pasos del metro villa frei, ñuñoa.",694361.43,2.0,2.0,70.0,1.0,10/07/2026,124396421,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/arriendo-moderno-departamento-a-pasos-del-metro-villa-frei-nunoa/124396421,arriendo-mensual,departamento,17.0
Ñuñoa,"Ñuñoa, Plaza ñuñoa | av. Irarrazaval",580000.0,1.0,1.0,45.0,1.0,10/07/2026,124394948,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/plaza-nunoa-av-irarrazaval/124394948,arriendo-mensual,departamento,14.200097491014153
Ñuñoa,"Ñuñoa, Santa Elvira casi esquina V.Mackenna",375000.0,1.0,1.0,37.0,,10/07/2026,124394452,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/santa-elvira-casi-esquina-v-mackenna/124394452,arriendo-mensual,departamento,9.181097515741909
Ñuñoa,"Ñuñoa, Julio prado /sucre",595000.0,1.0,,40.0,,10/07/2026,124391257,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/julio-prado-sucre/124391257,arriendo-mensual,departamento,14.56734139164383
Ñuñoa,"Ñuñoa, Zañartu 1905",590000.0,2.0,2.0,56.0,1.0,10/07/2026,124382916,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/zanartu-1905/124382916,arriendo-mensual,departamento,14.444926758100605
Ñuñoa,Hermoso y Acogedor Departamento a Pasos de Portal Ñuñoa,715000.0,2.0,2.0,54.0,1.0,09/07/2026,124337598,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/virginio-arias-1371/124337598,arriendo-mensual,departamento,17.50529259668124
Ñuñoa,"Ñuñoa, Avenida Vicuña Mackenna 1865",330000.0,,1.0,31.0,,09/07/2026,124308545,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-vicuna-mackenna-1865/124308545,arriendo-mensual,departamento,8.079365813852881
Ñuñoa,"Ñuñoa, Bustamante 772 ñuñoa",620000.0,2.0,1.0,68.0,1.0,09/07/2026,124291778,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/bustamante-772-nunoa/124291778,arriendo-mensual,departamento,15.179414559359957
Ñuñoa,"Ñuñoa, Av. Américo vespucio 291, ñuñoa – sector plaza egaña.",950000.0,2.0,2.0,98.4,,09/07/2026,124291729,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/av-americo-vespucio-291-nunoa-sector-plaza-egana/124291729,arriendo-mensual,departamento,23.258780373212836
Ñuñoa,"Ñuñoa, Guillermo Mann 1751",435000.0,1.0,1.0,40.0,,08/07/2026,124189433,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1751/124189433,arriendo-mensual,departamento,10.650073118260615
Ñuñoa,"Ñuñoa, Zañartu 2075, Ñuñoa",540000.0,2.0,1.0,51.0,1.0,08/07/2026,124184888,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/zanartu-2075-nunoa/124184888,arriendo-mensual,departamento,13.22078042266835
Ñuñoa,"Ñuñoa, Amoblado 3 dorm+2 baños + est metro irarrazaval",1150000.0,3.0,2.0,82.0,1.0,08/07/2026,26888531,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/amoblado-3-dorm-2-banos-est-metro-irarrazaval/26888531,arriendo-mensual,departamento,28.155365714941855
Ñuñoa,"Ñuñoa, Avenida Irarrázaval",500000.0,1.0,1.0,38.0,1.0,08/07/2026,124177101,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-irarrazaval/124177101,arriendo-mensual,departamento,12.241463354322546
Ñuñoa,"Ñuñoa, Avenida Irarrázaval 1970, Ñuñoa, Región Metropolitana de Santiago 7750000, Chile",560000.0,1.0,1.0,40.0,,08/07/2026,124175041,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-irarrazaval-1970-nunoa-region-metropolitana-de-santiago-7750000-chile/124175041,arriendo-mensual,departamento,13.710438956841251
Ñuñoa,"Ñuñoa, semi-amob. 2dorm 2 bañ Estc. Bod. a pasos metro (174716)",760000.0,2.0,2.0,57.0,1.0,08/07/2026,124173315,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/semi-amob-2dorm-2-ban-estc-bod-a-pasos-metro-174716/124173315,arriendo-mensual,departamento,18.60702429857027
Ñuñoa,"Ñuñoa, Se arrienda depto nuevo de 2d+1b+est en zañartu 2075. ñuñoa",550000.0,2.0,1.0,45.0,1.0,08/07/2026,124170632,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/se-arrienda-depto-nuevo-de-2d-1b-est-en-zanartu-2075-nunoa/124170632,arriendo-mensual,departamento,13.465609689754801
Ñuñoa,"Ñuñoa, Exclente dpto con inmejorable ubicación (174642)",1061964.54,2.0,2.0,66.0,1.0,08/07/2026,124163730,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/exclente-dpto-con-inmejorable-ubicacion-174642/124163730,arriendo-mensual,departamento,26.0
Ñuñoa,"Ñuñoa, Guillermo Mann 1401",450000.0,2.0,1.0,49.0,,07/07/2026,124150435,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1401/124150435,arriendo-mensual,departamento,11.017317018890292
Ñuñoa,"Ñuñoa, Guillermo Mann 1751",430000.0,1.0,1.0,40.0,,07/07/2026,124150400,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1751/124150400,arriendo-mensual,departamento,10.52765848471739
Ñuñoa,"Depto 2D/2B, Amoblado, Estacionamiento y Bodega, Ñuñoa",700000.0,2.0,2.0,55.0,1.0,07/07/2026,124091462,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/zanartu-980/124091462,arriendo-mensual,departamento,17.138048696051566
Ñuñoa,"Ñuñoa, Depto en excelente estado (174431)",850000.0,2.0,2.0,67.0,1.0,07/07/2026,124084429,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/depto-en-excelente-estado-174431/124084429,arriendo-mensual,departamento,20.81048770234833
Ñuñoa,"Ñuñoa, Francisco Meneses",500000.0,1.0,1.0,35.0,1.0,07/07/2026,124082361,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/francisco-meneses/124082361,arriendo-mensual,departamento,12.241463354322546
Ñuñoa,"Ñuñoa, Emilia Tellez con Coventry",530000.0,1.0,1.0,40.0,1.0,07/07/2026,124081778,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/emilia-tellez-con-coventry/124081778,arriendo-mensual,departamento,12.9759511555819
Ñuñoa,"Ñuñoa, Estadio Nacional Julio Martínez Prádanos, Ñuñoa",500000.0,2.0,2.0,46.0,1.0,07/07/2026,124024228,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/estadio-nacional-julio-martinez-pradanos-nunoa/124024228,arriendo-mensual,departamento,12.241463354322546
Ñuñoa,Departamento en Ñuñoa 1D/1B a Pasos Pedro Valdivia/Simón Bolivar,480000.0,1.0,1.0,48.0,1.0,07/07/2026,124019883,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/luis-uribe-2320-entre-pedro-de-valdivia-y-marchant-pereira-luis-uribe-esta-a-una-cuadra-de-simon-bolivar-boli/124019883,arriendo-mensual,departamento,11.751804820149644
Ñuñoa,"Ñuñoa, Pedro Torres",500000.0,1.0,1.0,50.0,,06/07/2026,42225794,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/pedro-torres/42225794,arriendo-mensual,departamento,12.241463354322546
Ñuñoa,"Ñuñoa, Pedro Torres",530000.0,1.0,1.0,50.0,1.0,06/07/2026,41960745,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/pedro-torres/41960745,arriendo-mensual,departamento,12.9759511555819
Ñuñoa,"Ñuñoa, Til til",240000.0,1.0,1.0,32.0,1.0,06/07/2026,72124122,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/til-til/72124122,arriendo-mensual,departamento,5.875902410074822
Ñuñoa,"Ñuñoa, Guillermo Mann 1401",480000.0,2.0,1.0,33.0,,05/07/2026,123889669,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1401/123889669,arriendo-mensual,departamento,11.751804820149644
Ñuñoa,"Ñuñoa, campo de deportes 80",650000.0,1.0,1.0,35.0,1.0,05/07/2026,123886321,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/campo-de-deportes-80/123886321,arriendo-mensual,departamento,15.91390236061931
Ñuñoa,"Ñuñoa, Brigida Walker",560000.0,2.0,2.0,55.0,,05/07/2026,123880715,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/brigida-walker/123880715,arriendo-mensual,departamento,13.710438956841251
Ñuñoa,"Ñuñoa, Avenida Rodrigo de Araya",480000.0,1.0,1.0,40.0,1.0,05/07/2026,123878737,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-rodrigo-de-araya/123878737,arriendo-mensual,departamento,11.751804820149644
Ñuñoa,"Ñuñoa, Metro los orientales / exequiel figueroa",571827.06,1.0,1.0,35.0,1.0,05/07/2026,123878048,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/metro-los-orientales-exequiel-figueroa/123878048,arriendo-mensual,departamento,14.0
Ñuñoa,"Ñuñoa, Quirihue, Duble Almeyda",980000.0,3.0,2.0,90.0,1.0,05/07/2026,123873333,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/quirihue-duble-almeyda/123873333,arriendo-mensual,departamento,23.993268174472192
Ñuñoa,"Ñuñoa, Irarrazaval/Julio Prado",650000.0,2.0,2.0,66.0,1.0,05/07/2026,123872736,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/irarrazaval-julio-prado/123872736,arriendo-mensual,departamento,15.91390236061931
Ñuñoa,"Ñuñoa, Moderno y luminoso depto nuevo 1D 1B 1E 1Bod (173846)",480000.0,1.0,1.0,32.0,1.0,05/07/2026,123791109,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/moderno-y-luminoso-depto-nuevo-1d-1b-1e-1bod-173846/123791109,arriendo-mensual,departamento,11.751804820149644
Ñuñoa,"Ñuñoa, Estrella solitaria metro villa frei amoblado e+b",700000.0,1.0,1.0,56.0,,05/07/2026,123790741,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/estrella-solitaria-metro-villa-frei-amoblado-e-b/123790741,arriendo-mensual,departamento,17.138048696051566
Ñuñoa,"Acogedor Departamento en Nuñoa, Cercano a Barrio Italia",650000.0,1.0,1.0,42.0,1.0,04/07/2026,123783026,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/julio-prado-1850/123783026,arriendo-mensual,departamento,15.91390236061931
Ñuñoa,"Ñuñoa, Zañartu",550000.0,2.0,1.0,55.0,1.0,04/07/2026,123782417,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/zanartu/123782417,arriendo-mensual,departamento,13.465609689754801
Ñuñoa,Moderno E Impecable Departamento Amoblado a Pasos del Metro,653516.64,1.0,1.0,43.0,1.0,04/07/2026,123780933,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/seminario-850/123780933,arriendo-mensual,departamento,16.0
Ñuñoa,"Ñuñoa, Brown norte 562",500000.0,1.0,1.0,35.0,1.0,04/07/2026,123776842,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/brown-norte-562/123776842,arriendo-mensual,departamento,12.241463354322546
Ñuñoa,"Ñuñoa, Doctor Johow 995",420000.0,1.0,1.0,40.0,,04/07/2026,119519035,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/doctor-johow-995/119519035,arriendo-mensual,departamento,10.282829217630939
Ñuñoa,"Ñuñoa, Avenida Vicuña Mackenna 1290",490000.0,1.0,1.0,38.31,,04/07/2026,119997532,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-vicuna-mackenna-1290/119997532,arriendo-mensual,departamento,11.996634087236096
Ñuñoa,"Ñuñoa, Avenida Vicuña Mackenna 1290",560000.0,1.0,1.0,39.75,1.0,04/07/2026,119998021,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-vicuna-mackenna-1290/119998021,arriendo-mensual,departamento,13.710438956841251
Ñuñoa,"Ñuñoa, Avenida Vicuña Mackenna 1290",700000.0,1.0,1.0,39.75,1.0,04/07/2026,120000182,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-vicuna-mackenna-1290/120000182,arriendo-mensual,departamento,17.138048696051566
Ñuñoa,"Ñuñoa, Avenida Vicuña Mackenna 1290",600000.0,1.0,1.0,38.31,,04/07/2026,120001187,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avenida-vicuna-mackenna-1290/120001187,arriendo-mensual,departamento,14.689756025187055
Ñuñoa,"Ñuñoa, Dr. Johow 995",420000.0,1.0,1.0,40.0,1.0,04/07/2026,118928244,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/dr-johow-995/118928244,arriendo-mensual,departamento,10.282829217630939
Ñuñoa,"Ñuñoa, Lo encalada 151, comuna de Ñuñoa",460000.0,1.0,1.0,41.0,2.0,04/07/2026,95173588,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/lo-encalada-151-comuna-de-nunoa/95173588,arriendo-mensual,departamento,11.262146285976742
Ñuñoa,"Ñuñoa, Luninoso depto 2D-1B V. Mackenna, oportunidad (173516)",390000.0,2.0,1.0,50.0,,04/07/2026,123725753,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/luninoso-depto-2d-1b-v-mackenna-oportunidad-173516/123725753,arriendo-mensual,departamento,9.548341416371587
Ñuñoa,"Arriendo Nuevo y Bello Depto Ñuñoa 2B 2 Terrazas, Piscina",550000.0,2.0,1.0,48.0,,03/07/2026,123716351,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/francisco-meneses-1580/123716351,arriendo-mensual,departamento,13.465609689754801
Ñuñoa,"Ñuñoa, Acogedor departamento en Ñuñoa (99715)",680000.0,2.0,1.0,66.0,1.0,03/07/2026,84496508,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/acogedor-departamento-en-nunoa-99715/84496508,arriendo-mensual,departamento,16.648390161878662
Ñuñoa,"Ñuñoa, Nunoa (170537)",550000.0,2.0,2.0,43.0,,03/07/2026,121948889,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/nunoa-170537/121948889,arriendo-mensual,departamento,13.465609689754801
Ñuñoa,"Ñuñoa, Guillermo Mann 1401",365000.0,1.0,1.0,32.0,,03/07/2026,123687747,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1401/123687747,arriendo-mensual,departamento,8.936268248655459
Ñuñoa,"Ñuñoa, Guillermo Mann 1401",450000.0,2.0,1.0,41.0,,03/07/2026,123687723,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1401/123687723,arriendo-mensual,departamento,11.017317018890292
Ñuñoa,"Ñuñoa, Guillermo Mann 1401",530000.0,2.0,1.0,43.0,1.0,03/07/2026,123687693,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1401/123687693,arriendo-mensual,departamento,12.9759511555819
Ñuñoa,"Ñuñoa, Guillermo Mann 1401",550000.0,2.0,1.0,45.0,1.0,03/07/2026,123687664,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/guillermo-mann-1401/123687664,arriendo-mensual,departamento,13.465609689754801
Ñuñoa,"Ñuñoa, Lindo depto - disponibilidad inmediata",300000.0,1.0,1.0,25.0,,03/07/2026,123684936,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/lindo-depto-disponibilidad-inmediata/123684936,arriendo-mensual,departamento,7.344878012593528
Ñuñoa,"Ñuñoa, Avda. Coventry / irarrázabal",475000.0,1.0,1.0,27.0,,03/07/2026,123681129,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/avda-coventry-irarrazabal/123681129,arriendo-mensual,departamento,11.629390186606418
Ñuñoa,"Ñuñoa, Manuel montt con sucre",800000.0,2.0,2.0,59.0,,03/07/2026,123678188,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/manuel-montt-con-sucre/123678188,arriendo-mensual,departamento,19.586341366916074
Ñuñoa,"Ñuñoa, A 50 metros de vicuña mackenna",400000.0,1.0,1.0,46.0,,03/07/2026,123668384,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/a-50-metros-de-vicuna-mackenna/123668384,arriendo-mensual,departamento,9.793170683458037
Ñuñoa,Hermoso Departamente Remodelado Metro Ñuble,650000.0,2.0,1.0,49.0,1.0,02/07/2026,123625245,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/san-eugenio-1085/123625245,arriendo-mensual,departamento,15.91390236061931
Ñuñoa,"Ñuñoa, A dos cuadras del metro Monseñor Eysaguirre y a ocho cuadras del metro Irarrázabal",1100000.0,3.0,3.0,132.0,2.0,02/07/2026,123617539,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/a-dos-cuadras-del-metro-monsenor-eysaguirre-y-a-ocho-cuadras-del-metro-irarrazabal/123617539,arriendo-mensual,departamento,26.931219379509603
Ñuñoa,"Ñuñoa, Seminario",500000.0,1.0,1.0,41.0,,02/07/2026,81038763,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/seminario/81038763,arriendo-mensual,departamento,12.241463354322546
Ñuñoa,"Ñuñoa, Av. José Pedro Alessandri 433",760000.0,2.0,2.0,64.7,1.0,01/07/2026,47195396,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/av-jose-pedro-alessandri-433/47195396,arriendo-mensual,departamento,18.60702429857027
Ñuñoa,"Ñuñoa, Pedro Torres 4",560000.0,1.0,1.0,40.0,1.0,01/07/2026,24662828,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/pedro-torres-4/24662828,arriendo-mensual,departamento,13.710438956841251
Ñuñoa,"Ñuñoa, Salvador/ Avda Italia",816895.8,2.0,2.0,65.0,1.0,01/07/2026,123533523,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/salvador-avda-italia/123533523,arriendo-mensual,departamento,20.0
Ñuñoa,"Ñuñoa, Manuel de Salas 147",760000.0,2.0,2.0,70.0,1.0,01/07/2026,66246750,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/manuel-de-salas-147/66246750,arriendo-mensual,departamento,18.60702429857027
Ñuñoa,"Ñuñoa, Jorge monckeberg",1184498.91,2.0,1.0,80.0,,01/07/2026,123517974,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/jorge-monckeberg/123517974,arriendo-mensual,departamento,29.0
Ñuñoa,"Ñuñoa, Rodrigo de Araya 1600",380000.0,1.0,1.0,36.0,,01/07/2026,123516746,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/rodrigo-de-araya-1600/123516746,arriendo-mensual,departamento,9.303512149285135
Ñuñoa,"Ñuñoa, Til til",400000.0,1.0,1.0,32.0,,30/06/2026,77444965,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/til-til/77444965,arriendo-mensual,departamento,9.793170683458037
Ñuñoa,"Ñuñoa, Tegualda",700000.0,2.0,1.0,62.0,1.0,29/06/2026,84450454,https://chilepropiedades.cl/ver-publicacion/arriendo-mensual/nunoa/departamento/tegualda/84450454,arriendo-mensual,departamento,17.138048696051566
