confianza,id_aviso,titulo,comuna,tipo,operacion,precio_uf,precio_clp,m2_util,m2_total,dormitorios,banos,senales,url
ALTA,3585368896,Castillo Velasco,nunoa,casa,venta,5500.0,224646345,21,85,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-3585368896-castillo-velasco-_JM
ALTA,1464544279,Townhouse Coventry,nunoa,casa,venta,11581.0,473023513,99,162,3,3,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1464544279-townhouse-coventry-_JM
ALTA,1984831109,Eco Quilín - Fundamenta,macul,departamento,venta,3640.0,,35,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1984831109-eco-quilin-fundamenta-_JM
ALTA,2928063342,Edificio Urban Up,macul,departamento,venta,3125.0,,34,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-2928063342-edificio-urban-up-_JM
ALTA,1490334957,Almagro Insigne,macul,departamento,venta,4410.0,,54,,2,2,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1490334957-almagro-insigne-_JM
ALTA,3940090700,Concepto New Life Macul,macul,departamento,venta,3698.0,,44,,2,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3940090700-concepto-new-life-macul-_JM
ALTA,3433106196,Edificio Exequiel Fernandez 3430,macul,departamento,venta,3562.0,,34,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3433106196-edificio-exequiel-fernandez-3430-_JM
ALTA,1568725024,Macul Urbano,macul,departamento,venta,2750.0,,31,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1568725024-macul-urbano-_JM
ALTA,4164845696,Eco Quilín,macul,departamento,venta,3320.0,,37,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4164845696-eco-quilin-_JM
ALTA,2496487976,Urbano Mackenna,macul,departamento,venta,2620.0,,36,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-2496487976-urbano-mackenna-_JM
ALTA,1419416115,Socovesa Coipué,macul,departamento,venta,3430.0,,33,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1419416115-socovesa-coipue-_JM
ALTA,1851075913,Macul 3803,macul,departamento,venta,3105.0,,32,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1851075913-macul-3803-_JM
ALTA,3227457630,Condominio Vista Valle Iv,la-florida,casa,venta,8091.0,,105,329,3,3,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3227457630-condominio-vista-valle-iv-_JM
ALTA,4027741152,Condominio Alonso De Ercilla,la-florida,casa,venta,5120.0,,69,84,3,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4027741152-condominio-alonso-de-ercilla-_JM
ALTA,1572694927,Terrazas De Lientur Townhouse,la-florida,casa,venta,6350.0,,113,82,3,3,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1572694927-terrazas-de-lientur-townhouse-_JM
ALTA,4191178072,Entre Vicuñas - Euro,la-florida,departamento,venta,3093.0,,13,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-4191178072-entre-vicunas-euro-_JM
ALTA,3625552360,Los Lilenes - Ingevec,la-florida,departamento,venta,3180.0,,32,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3625552360-los-lilenes-ingevec-_JM
ALTA,3706258960,El Aromo - Ingevec,la-florida,departamento,venta,3236.0,,31,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3706258960-el-aromo-ingevec-_JM
ALTA,3225188606,Edificio Vicuña Mackenna 6896 - Norte Verde,la-florida,departamento,venta,3081.0,,23,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3225188606-edificio-vicuna-mackenna-6896-norte-verde-_JM
ALTA,3259428136,Froilán Roa 5731 - Euro,la-florida,departamento,venta,3049.0,,29,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo,https://portalinmobiliario.com/MLC-3259428136-froilan-roa-5731-euro-_JM
ALTA,3622176108,Vespucio Capital - Ingevec,la-florida,departamento,venta,3256.0,,31,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3622176108-vespucio-capital-ingevec-_JM
ALTA,1933353649,Edificio Mirador Azul - Ebco,la-florida,departamento,venta,3069.0,,29,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1933353649-edificio-mirador-azul-ebco-_JM
ALTA,1975383239,Puerta La Florida - Ssilva,la-florida,departamento,venta,2256.0,,20,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-1975383239-puerta-la-florida-ssilva-_JM
ALTA,3899679432,Eco Florida - Fundamenta,la-florida,departamento,venta,2859.0,,28,,2,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3899679432-eco-florida-fundamenta-_JM
ALTA,1710981805,Mirador La Florida,la-florida,departamento,venta,2658.0,,20,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-1710981805-mirador-la-florida-_JM
ALTA,3894975288,Socovesa Plaza Mirador,la-florida,departamento,venta,2690.0,,33,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3894975288-socovesa-plaza-mirador-_JM
ALTA,2074130965,Las Acacias 7894,la-florida,departamento,venta,2668.0,,29,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2074130965-las-acacias-7894-_JM
ALTA,4042605914,Eco Valdés - Fundamenta,la-florida,departamento,venta,2738.0,,26,,2,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4042605914-eco-valdes-fundamenta-_JM
ALTA,1599992660,Convet Vicuña Mackenna 8656,la-florida,departamento,venta,3600.0,,50,,2,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1599992660-convet-vicuna-mackenna-8656-_JM
ALTA,3453633704,Rojas Magallanes,la-florida,departamento,venta,4872.0,,77,,3,2,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3453633704-rojas-magallanes-_JM
ALTA,2150791498,Vicuña Mackenna 7244,la-florida,departamento,venta,1890.0,,25,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2150791498-vicuna-mackenna-7244-_JM
ALTA,3945752310,Eco Florida,la-florida,departamento,venta,2286.0,,28,,2,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3945752310-eco-florida-_JM
ALTA,1511372833,Serafín Zamora 22,la-florida,departamento,venta,2390.0,,26,,2,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1511372833-serafin-zamora-22-_JM
ALTA,2851468238,Rodríguez Velasco 10,la-florida,departamento,venta,2890.0,,31,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2851468238-rodriguez-velasco-10-_JM
ALTA,3453124374,Oasis Plaza,la-florida,departamento,venta,2744.0,,41,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3453124374-oasis-plaza-_JM
ALTA,3259336212,Edificio Don Pepe 154 - Euro,la-florida,departamento,venta,3290.0,,28,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3259336212-edificio-don-pepe-154-euro-_JM
ALTA,3479994056,Mirador 950,la-florida,departamento,venta,1810.0,,22,,2,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3479994056-mirador-950-_JM
ALTA,3309205568,Alto Lo Cañas,la-florida,departamento,venta,3228.0,,48,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3309205568-alto-lo-canas-_JM
ALTA,1997630443,Froilán Lagos 1360,la-florida,departamento,venta,2623.0,,25,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1997630443-froilan-lagos-1360-_JM
ALTA,1801134273,Concepto Walker Town,la-florida,departamento,venta,2832.0,,34,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1801134273-concepto-walker-town-_JM
ALTA,1527614276,Concepto Smart La Florida,la-florida,departamento,venta,3014.0,,34,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1527614276-concepto-smart-la-florida-_JM
ALTA,1774806637,Edificio Mirador Azul,la-florida,departamento,venta,3400.0,,33,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1774806637-edificio-mirador-azul-_JM
ALTA,3940038970,Edificio Vicuña Mackenna 6896,la-florida,departamento,venta,3081.0,,23,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3940038970-edificio-vicuna-mackenna-6896-_JM
ALTA,1467796597,Vista La Florida,la-florida,departamento,venta,3952.0,,55,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1467796597-vista-la-florida-_JM
ALTA,1857983825,Eco Valdés,la-florida,departamento,venta,2233.0,,27,,2,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1857983825-eco-valdes-_JM
ALTA,3501380928,Edificio Lía Aguirre,la-florida,departamento,venta,3184.0,,49,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3501380928-edificio-lia-aguirre-_JM
ALTA,1850451241,Walker Martínez 880,la-florida,departamento,venta,3062.0,,32,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1850451241-walker-martinez-880-_JM
ALTA,1681700489,Vicuña Mackenna 1432 - Euro,nunoa,departamento,venta,3625.0,148062364,29,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo,https://portalinmobiliario.com/MLC-1681700489-vicuna-mackenna-1432-euro-_JM
ALTA,3896729410,Eco Egaña - Fundamenta,nunoa,departamento,venta,4529.0,184986054,30,,0,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3896729410-eco-egana-fundamenta-_JM
ALTA,1893519913,Edificio V - Euro,nunoa,departamento,venta,3160.0,129069536,27,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1893519913-edificio-v-euro-_JM
ALTA,3252270364,Guillermo Mann 1401 - Euro,nunoa,departamento,venta,3357.0,137115960,31,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo,https://portalinmobiliario.com/MLC-3252270364-guillermo-mann-1401-euro-_JM
ALTA,1997643215,Feel,nunoa,departamento,venta,4842.0,197770473,51,,2,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1997643215-feel-_JM
ALTA,2862009508,Almagro Plus,nunoa,departamento,venta,3190.0,130294880,35,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2862009508-almagro-plus-_JM
ALTA,1857789591,Eco Egaña,nunoa,departamento,venta,3681.0,150349672,29,,0,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1857789591-eco-egana-_JM
ALTA,2869529152,Vicuña Mackena 1432,nunoa,departamento,venta,2695.0,110076709,29,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2869529152-vicuna-mackena-1432-_JM
ALTA,1720033917,Edificio Los Leones Ñuñoa,nunoa,departamento,venta,5590.0,228322376,61,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1720033917-edificio-los-leones-nunoa-_JM
ALTA,2986741956,Socovesa Marathon,nunoa,departamento,venta,2850.0,116407652,35,,1,1,firma_5_campos_vacios | inmobiliaria_en_titulo | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2986741956-socovesa-marathon-_JM
ALTA,2649334824,Moller Zañartu 1179,nunoa,departamento,venta,2454.0,100233115,24,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2649334824-moller-zanartu-1179-_JM
ALTA,4068928222,Byte,nunoa,departamento,venta,2397.0,97904962,25,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4068928222-byte-_JM
ALTA,4085052924,Distrito Ñuñoa Etapa Ii,nunoa,departamento,venta,2700.0,110280933,24,,0,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4085052924-distrito-nunoa-etapa-ii-_JM
ALTA,1444493781,Guillermo Mann 1305,nunoa,departamento,venta,3090.0,126210401,34,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1444493781-guillermo-mann-1305-_JM
ALTA,4164899472,Metropolitan Park Ñuñoa,nunoa,departamento,venta,3238.0,132255430,34,,0,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4164899472-metropolitan-park-nunoa-_JM
ALTA,4164845952,Concepto Smart Too,nunoa,departamento,venta,4020.0,164196056,47,,0,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4164845952-concepto-smart-too-_JM
ALTA,1521134207,Urban Ñuñoa,nunoa,departamento,venta,3671.0,149941224,36,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1521134207-urban-nunoa-_JM
ALTA,1521224917,Residential Park Ñuñoa,nunoa,departamento,venta,3125.0,127639969,35,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1521224917-residential-park-nunoa-_JM
ALTA,1375493951,Distrito Ñuñoa,nunoa,departamento,venta,3030.0,123759714,24,,0,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1375493951-distrito-nunoa-_JM
ALTA,2476021880,Seminario 2,nunoa,departamento,venta,3698.0,151044033,32,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2476021880-seminario-2-_JM
ALTA,1850394609,Seminario 775,nunoa,departamento,venta,3113.0,127149831,27,,0,0,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1850394609-seminario-775-_JM
ALTA,1466556445,Concepto Best Ñuñoa,nunoa,departamento,venta,4508.0,184128313,55,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1466556445-concepto-best-nunoa-_JM
ALTA,1572759247,Edificio Vista Antonio,nunoa,departamento,venta,6081.0,248377168,58,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1572759247-edificio-vista-antonio-_JM
ALTA,1521147219,Concepto All Ñuñoa Ii,nunoa,departamento,venta,7246.0,295961348,85,,3,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1521147219-concepto-all-nunoa-ii-_JM
ALTA,1684246114,Edificio Matta,nunoa,departamento,venta,3776.0,154229927,31,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1684246114-edificio-matta-_JM
ALTA,2853326410,Ñuñoa 2024,nunoa,departamento,venta,3895.0,159090457,34,,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2853326410-nunoa-2024-_JM
ALTA,3501211794,Edificio Guillermo Mann,nunoa,departamento,venta,3648.0,149001794,50,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-3501211794-edificio-guillermo-mann-_JM
ALTA,1377813005,Edificio Milan 1242 San Miguel,san-miguel,departamento,venta,2680.0,109464037,35,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1377813005-edificio-milan-1242-san-miguel-_JM
ALTA,1744306255,Condominio Vitalis,san-miguel,departamento,venta,2478.0,101213390,33,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1744306255-condominio-vitalis-_JM
ALTA,1572694887,Edificio Rey Alberto,san-miguel,departamento,venta,2690.0,109872485,34,,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1572694887-edificio-rey-alberto-_JM
ALTA,1792874031,Edificio Teresa Vial,san-miguel,departamento,venta,4222.0,172446703,61,,3,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1792874031-edificio-teresa-vial-_JM
ALTA,2089985535,Vista Despejada- Luminoso- Maiten Propiedades,macul,departamento,venta,3450.0,,58,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-2089985535-vista-despejada-luminoso-maiten-propiedades-_JM
ALTA,2089683039,Excelente Ubicación (172961),macul,departamento,venta,4500.0,,58,,2,2,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2089683039-excelente-ubicacion-172961-_JM
ALTA,4243844980,Depto Con Hermosa Vista En Macul (114885),macul,departamento,venta,3790.0,,70,,3,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4243844980-depto-con-hermosa-vista-en-macul-114885-_JM
ALTA,4244617204,Macul (172957),macul,departamento,venta,4360.0,,56,,2,2,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4244617204-macul-172957-_JM
ALTA,4247387292,Venta Departamento,macul,departamento,venta,3100.0,,59,,2,2,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4247387292-venta-departamento-_JM
ALTA,4246174502,3 Dormitorios Condominio Los Andes Comuna Macul,macul,departamento,venta,4112.0,,70,,3,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4246174502-3-dormitorios-condominio-los-andes-comuna-macul-_JM
ALTA,4244617202,La Florida (172963),la-florida,casa,venta,7900.0,,136,,4,3,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4244617202-la-florida-172963-_JM
ALTA,4247388082,"Casa En Condominio, Piscina Temperada, Valle Las Pirca",la-florida,casa,venta,9900.0,,140,,4,4,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4247388082-casa-en-condominio-piscina-temperada-valle-las-pirca-_JM
ALTA,4246175838,"Casa  De Tres Pisos  Amplia Y  Comoda, Barrio Residencial",la-florida,casa,venta,2150.0,,80,,3,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4246175838-casa-de-tres-pisos-amplia-y-comoda-barrio-residencial-_JM
ALTA,4247386322,Altos De La Florida 2 Depto 3 D 1baño,la-florida,departamento,venta,2990.0,,57,,3,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-4247386322-altos-de-la-florida-2-depto-3-d-1bano-_JM
ALTA,2091480255,"Imperdible, Precio Bajo Tasacion",la-florida,departamento,venta,,119000000.0,79,,3,2,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2091480255-imperdible-precio-bajo-tasacion-_JM
MEDIA,4230682744,En Venta Hermosa Casa Villa Macul Rebajada,macul,casa,venta,6734.0,,123,328,4,3,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4230682744-en-venta-hermosa-casa-villa-macul-rebajada-_JM
MEDIA,4230797256,. (176770),macul,departamento,arriendo,,630000.0,60,,2,2,firma_5_campos_vacios | titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4230797256--176770-_JM
MEDIA,2072653925,Depto Nuevo 2d2b Con Bodega Vista Despejada Metro Macul,macul,departamento,arriendo,,520000.0,54,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-2072653925-depto-nuevo-2d2b-con-bodega-vista-despejada-metro-macul-_JM
MEDIA,2087349511,Vendemos Estudio  A Pasos Mall Plaza Vespucio - Viva Facil P,la-florida,departamento,venta,1800.0,,2,26,1,1,nombre_de_proyecto | superficies_incoherentes | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-2087349511-vendemos-estudio-a-pasos-mall-plaza-vespucio-viva-facil-p-_JM
MEDIA,4116163056,"Dpto. Como Nuevo, Con Vista Despejada. 1d/1b/1e/1bga. Metro",nunoa,departamento,venta,3823.0,156149632,6,41,,1,nombre_de_proyecto | superficies_incoherentes | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-4116163056-dpto-como-nuevo-con-vista-despejada-1d1b1e1bga-metro-_JM
MEDIA,1868910767,Somma Plaza Ñuñoa 1d Y 2d - Metro Ñuñoa Y Chile España,nunoa,departamento,arriendo,13.71,560000.0,34,37,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1868910767-somma-plaza-nunoa-1d-y-2d-metro-nunoa-y-chile-espana-_JM
MEDIA,1499556701,Somma Parque Bustamante - Metro Irarrázaval Ñuñoa,nunoa,departamento,arriendo,13.82,564575.0,33,38,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-1499556701-somma-parque-bustamante-metro-irarrazaval-nunoa-_JM
MEDIA,3823269928,Collective Bustamante,nunoa,departamento,arriendo,12.0,490137,21,21,1,1,firma_5_campos_vacios | titulo_corto_tipo_nombre | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-3823269928-collective-bustamante-_JM
MEDIA,4100172852,Cómodo Depto Mariposa - Plaza Zañartu - Metro,nunoa,departamento,arriendo,14.44,590000.0,6,54,,2,nombre_de_proyecto | superficies_incoherentes | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-4100172852-comodo-depto-mariposa-plaza-zanartu-metro-_JM
MEDIA,2020102029,Edificio Parque Toledo,san-miguel,departamento,arriendo,7.57,309000.0,30,34,1,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-2020102029-edificio-parque-toledo-_JM
MEDIA,4225150578,Acogedor Y Hermoso Departamento En Barrio El Llano,san-miguel,departamento,arriendo,11.02,450000.0,3,35,1,1,nombre_de_proyecto | superficies_incoherentes | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-4225150578-acogedor-y-hermoso-departamento-en-barrio-el-llano-_JM
MEDIA,4247974282,Oportunidad De Negocio Casa Av. Macul,macul,casa,venta,8000.0,,119,,4,2,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4247974282-oportunidad-de-negocio-casa-av-macul-_JM
MEDIA,4244617192,Excelente Oportunidad En Macul (172973),macul,departamento,venta,2690.0,,34,,1,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4244617192-excelente-oportunidad-en-macul-172973-_JM
MEDIA,2089683269,"Venta Dpto. Macul, Metro Camino Agricola (166443)",macul,departamento,venta,1690.0,,24,,1,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-2089683269-venta-dpto-macul-metro-camino-agricola-166443-_JM
MEDIA,3885534798,Departamento 1d+1b Metro Carlos Valdovinos. Laguna Navegable,macul,departamento,venta,2000.0,,34,,1,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-3885534798-departamento-1d1b-metro-carlos-valdovinos-laguna-navegable-_JM
MEDIA,2091479859,Amplio Departamento En Macul De 3d1b,macul,departamento,venta,2690.0,,50,,3,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-2091479859-amplio-departamento-en-macul-de-3d1b-_JM
MEDIA,4246174348,Departamento Amplio  3d2b Estacionamiento Y Bod,macul,departamento,venta,4000.0,,63,,3,2,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4246174348-departamento-amplio-3d2b-estacionamiento-y-bod-_JM
MEDIA,2092201033,Los Clarines 3050 & Exequiel Fernandez,macul,departamento,venta,2800.0,,31,,1,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-2092201033-los-clarines-3050-exequiel-fernandez-_JM
MEDIA,4246175052,Departamento En Venta De 3 Dorm. En Macul,macul,departamento,venta,,120000000.0,,,3,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4246175052-departamento-en-venta-de-3-dorm-en-macul-_JM
MEDIA,4246174898,Venta Departamento 2 Dormitorios 2 Baños Estacionamiento Mac,macul,departamento,venta,,183000000.0,1,,2,2,firma_5_campos_vacios | m2_util_minimo_de_rango,https://portalinmobiliario.com/MLC-4246174898-venta-departamento-2-dormitorios-2-banos-estacionamiento-mac-_JM
MEDIA,4247392454,Depto En Venta De 2 Dorm. En Macul - Metro Los Presidentes,macul,departamento,venta,,85000000.0,47,,2,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4247392454-depto-en-venta-de-2-dorm-en-macul-metro-los-presidentes-_JM
MEDIA,2091479779,Departamento En Venta En Rodrigo De Araya,macul,departamento,venta,4500.0,,66,,2,2,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-2091479779-departamento-en-venta-en-rodrigo-de-araya-_JM
MEDIA,4247389852,Depto. 3d-1b Excelente Conectividad Cerca Del Metro Pedreros,macul,departamento,venta,,54000000.0,40,,3,1,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4247389852-depto-3d-1b-excelente-conectividad-cerca-del-metro-pedreros-_JM
MEDIA,2091977071,Edificio Exequiel Fernández (1 Est. 1 Bod.) Vista Oriente,macul,departamento,arriendo,,530000.0,40,,2,2,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-2091977071-edificio-exequiel-fernandez-1-est-1-bod-vista-oriente-_JM
MEDIA,2091481083,"Departamento 2 Dormitorios, Edificio En Macul",macul,departamento,arriendo,,470000.0,47,,2,1,firma_5_campos_vacios | nombre_de_proyecto,https://portalinmobiliario.com/MLC-2091481083-departamento-2-dormitorios-edificio-en-macul-_JM
MEDIA,4243844570,Se Vende Casa En La Florida (172812),la-florida,casa,venta,5600.0,,119,,3,3,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4243844570-se-vende-casa-en-la-florida-172812-_JM
MEDIA,4246166518,Casa En Excelente Ubicación En La Florida,la-florida,casa,venta,7200.0,,140,,4,3,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-4246166518-casa-en-excelente-ubicacion-en-la-florida-_JM
MEDIA,2089683003,Conectividad Y Estilo En Cada Rincón (172980),la-florida,casa,venta,7600.0,,119,,5,3,firma_5_campos_vacios,https://portalinmobiliario.com/MLC-2089683003-conectividad-y-estilo-en-cada-rincon-172980-_JM
