confianza,id_aviso,titulo,comuna,tipo,operacion,precio_uf,precio_clp,m2_util,m2_total,dormitorios,banos,senales,url
BAJA,4146273946,"Casa Townhouse, Palena, La Florida, 3d 2b",la-florida,casa,venta,5550.0,,100,115,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4146273946-casa-townhouse-palena-la-florida-3d-2b-_JM
BAJA,2064054847,"Casa  De Tres Pisos  Amplia Y  Comoda, Barrio Residencial",la-florida,casa,venta,2150.0,87816298,80,116,,,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2064054847-casa-de-tres-pisos-amplia-y-comoda-barrio-residencial-_JM
BAJA,3919817540,Alicahue-rrmagallanes. Casa Amplia,la-florida,casa,venta,7500.0,,150,259,4,4,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3919817540-alicahue-rrmagallanes-casa-amplia-_JM
BAJA,4179305998,Venta Gran Casa En Micro Barrio Muy Seguro Y Cerra...,la-florida,casa,venta,12000.0,,190,434,5,5,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4179305998-venta-gran-casa-en-micro-barrio-muy-seguro-y-cerra-_JM
BAJA,2053138985,"Casa 4d-3b, Jardines De La Viña, La Florida",la-florida,casa,venta,,310000000.0,140,300,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2053138985-casa-4d-3b-jardines-de-la-vina-la-florida-_JM
BAJA,4159940866,"Casa 4d-2b En Condominio Seguro, La Florida",la-florida,casa,venta,7900.0,,122,263,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4159940866-casa-4d-2b-en-condominio-seguro-la-florida-_JM
BAJA,4021118436,3 Dormitorios / Sector Residencial / Areas Verdes,la-florida,casa,venta,,170000000.0,85,100,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4021118436-3-dormitorios-sector-residencial-areas-verdes-_JM
BAJA,1984854573,Hermosa Y Gran Casa En Alto Macul,la-florida,casa,venta,11200.0,,120,400,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1984854573-hermosa-y-gran-casa-en-alto-macul-_JM
BAJA,4179336798,Venta Casa De 4dorm 2baños- Jardines De La Viña La Florida,la-florida,casa,venta,7800.0,,108,353,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4179336798-venta-casa-de-4dorm-2banos-jardines-de-la-vina-la-florida-_JM
BAJA,4198499164,Venta Casa 2 Pisos En Condominio 3d3b En La Florida,la-florida,casa,venta,5900.0,,91,163,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4198499164-venta-casa-2-pisos-en-condominio-3d3b-en-la-florida-_JM
BAJA,4201743864,Casa Familiar En Condominio  La Florida Alto,la-florida,casa,venta,11000.0,,200,600,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4201743864-casa-familiar-en-condominio-la-florida-alto-_JM
BAJA,2070820555,Excelente Ubicación En Alto Macul (171223),la-florida,casa,venta,9990.0,,140,444,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2070820555-excelente-ubicacion-en-alto-macul-171223-_JM
BAJA,4191768812,Colegio American British (164421),la-florida,casa,venta,35000.0,,832,4168,14,9,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4191768812-colegio-american-british-164421-_JM
BAJA,2042163579,Jardín Alto (116705),la-florida,casa,venta,,235000000.0,118,177,4,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2042163579-jardin-alto-116705-_JM
BAJA,4087960976,Hogar Ideal En La Florida: 4d/3b   Condominio.,la-florida,casa,venta,6200.0,,125,183,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4087960976-hogar-ideal-en-la-florida-4d3b-condominio-_JM
BAJA,1866783631,"Barrio Tradicional, Acceso Metro, Hospitales, Comercio",la-florida,casa,venta,,210000000.0,69,308,3,1,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1866783631-barrio-tradicional-acceso-metro-hospitales-comercio-_JM
BAJA,4170194944,Casa 4 Dormitorios Walker Martinez Jardin Alto La Florida,la-florida,casa,venta,,154990000.0,75,162,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4170194944-casa-4-dormitorios-walker-martinez-jardin-alto-la-florida-_JM
BAJA,4032153676,Casa Venta La Florida Alto Macul 4d 5b 6e Condominio Piscina,la-florida,casa,venta,14000.0,,300,542,4,5,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4032153676-casa-venta-la-florida-alto-macul-4d-5b-6e-condominio-piscina-_JM
BAJA,3882856186,Activo Inmobiliario Con Alto Potencial En La Florida,la-florida,casa,venta,13800.0,,300,891,14,12,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3882856186-activo-inmobiliario-con-alto-potencial-en-la-florida-_JM
BAJA,3880109128,Alto Macul/boston College (158738),la-florida,casa,venta,12500.0,,220,500,5,5,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3880109128-alto-maculboston-college-158738-_JM
BAJA,4168017390,Jardin Alto (172965),la-florida,casa,venta,4211.06,172000000.0,91,140,,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4168017390-jardin-alto-172965-_JM
BAJA,2062074371,"Espectacular Casa De Alto Estándar, Lo Cañas",la-florida,casa,venta,19900.0,,500,1400,5,5,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2062074371-espectacular-casa-de-alto-estandar-lo-canas-_JM
BAJA,2053530901,Hermosa Y Casi Nueva Casa En Alto Macul,la-florida,casa,venta,7500.0,,120,250,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2053530901-hermosa-y-casi-nueva-casa-en-alto-macul-_JM
BAJA,4182757040,Venta Townhouse Palena (118343),la-florida,casa,venta,4500.0,,69,149,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4182757040-venta-townhouse-palena-118343-_JM
BAJA,2059587287,Casa 3 Dormitorios Rojas Magallanes Jardin Alto La Florida,la-florida,casa,venta,,184990000.0,64,190,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2059587287-casa-3-dormitorios-rojas-magallanes-jardin-alto-la-florida-_JM
BAJA,2061516953,Casa En Condominio 5dorm 4baño Piscina Alto Macul La Florida,la-florida,casa,venta,7900.0,,140,401,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2061516953-casa-en-condominio-5dorm-4bano-piscina-alto-macul-la-florida-_JM
BAJA,2045851007,En Condominio / Camino Del Convento  - Parque Del Monte,la-florida,casa,venta,10900.0,,160,325,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2045851007-en-condominio-camino-del-convento-parque-del-monte-_JM
BAJA,2039845551,Macul Alto (168373),la-florida,casa,venta,9800.0,,119,350,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2039845551-macul-alto-168373-_JM
BAJA,4138227388,"Cómoda Casa 4d 2b 1e, Condominio  (173659)",la-florida,casa,venta,7850.0,,122,263,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4138227388-comoda-casa-4d-2b-1e-condominio-173659-_JM
BAJA,4206487410,"Alto Macul, Condominio, Casa 4d 4b",la-florida,casa,venta,9450.0,,210,400,4,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4206487410-alto-macul-condominio-casa-4d-4b-_JM
BAJA,4179306044,Colombia (118120),la-florida,casa,venta,,89000000.0,67,78,3,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4179306044-colombia-118120-_JM
BAJA,4201712390,Venta Casa Amoblada Y Amplia En La Florida Alto Te Esperamos,la-florida,casa,venta,,260000000.0,154,227,4,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4201712390-venta-casa-amoblada-y-amplia-en-la-florida-alto-te-esperamos-_JM
BAJA,1999199743,Terreno Para Desarrollo Inmobiliario,la-florida,casa,venta,,500000000.0,117,882,4,2,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1999199743-terreno-para-desarrollo-inmobiliario-_JM
BAJA,4201743978,Sta. Amalia 768,la-florida,casa,venta,,165000000.0,115,184,4,3,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4201743978-sta-amalia-768-_JM
BAJA,1913924131,Alto Macul (74850),la-florida,casa,venta,11750.0,,270,520,5,5,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1913924131-alto-macul-74850-_JM
BAJA,2055406923,Segura  Y Comoda Casa En Condominio Alto Macul,la-florida,casa,venta,7800.0,,130,265,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2055406923-segura-y-comoda-casa-en-condominio-alto-macul-_JM
BAJA,4211503096,Casa-venta-la Florida,la-florida,casa,venta,3690.0,,82,148,4,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4211503096-casa-venta-la-florida-_JM
BAJA,3733315880,"Casa Mediterranea En Condominio, Excelente Ubicaci...",la-florida,casa,venta,4960.0,,80,125,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3733315880-casa-mediterranea-en-condominio-excelente-ubicaci-_JM
BAJA,1938490485,Tu Hogar Cómodo Y Luminoso En Barrio Residencial |...,la-florida,casa,venta,7850.0,,122,263,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1938490485-tu-hogar-comodo-y-luminoso-en-barrio-residencial--_JM
BAJA,3854643140,Parcela Con Piscina,la-florida,casa,venta,,360000000.0,107,720,3,2,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3854643140-parcela-con-piscina-_JM
BAJA,4064394948,Casa 4 Dormitorios Condominio Jardines De La Viña La Florida,la-florida,casa,venta,6950.0,,116,245,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4064394948-casa-4-dormitorios-condominio-jardines-de-la-vina-la-florida-_JM
BAJA,2020668157,5 Dormitorios Micro Barrio Cerrado Rojas Magallane...,la-florida,casa,venta,7300.0,,140,252,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2020668157-5-dormitorios-micro-barrio-cerrado-rojas-magallane-_JM
BAJA,4068954836,Casa En Condominio 5d 4b Piscina Y Quincho 425m2 De Terreno,la-florida,casa,venta,10870.0,,174,425,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4068954836-casa-en-condominio-5d-4b-piscina-y-quincho-425m2-de-terreno-_JM
BAJA,4160887446,Venta Casa Condominio Alto Macul 3d-3b-2e,la-florida,casa,venta,8290.0,,119,481,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4160887446-venta-casa-condominio-alto-macul-3d-3b-2e-_JM
BAJA,3674253376,Casa Amplia Dos Pisos 5 Dormit Y 3 Baños Condominio,la-florida,casa,venta,7000.0,,240,75,5,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3674253376-casa-amplia-dos-pisos-5-dormit-y-3-banos-condominio-_JM
BAJA,4009583264,Alto Macul - Camino Las Carmelitas - 4d/3b/4e,la-florida,casa,venta,8490.0,,138,370,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4009583264-alto-macul-camino-las-carmelitas-4d3b4e-_JM
BAJA,3790581036,Lo Cañas Casa En Condominio,la-florida,casa,venta,11200.0,,193,430,5,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3790581036-lo-canas-casa-en-condominio-_JM
BAJA,1994445003,Casa En Condominio Con Amplio Terreno,la-florida,casa,venta,7280.0,,120,300,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1994445003-casa-en-condominio-con-amplio-terreno-_JM
BAJA,3828182656,Casa 5 Dormitorios Condominio Alto Macul La Florida,la-florida,casa,venta,9490.0,,210,389,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3828182656-casa-5-dormitorios-condominio-alto-macul-la-florida-_JM
BAJA,2011955039,Casa Dos Pisos En Sector Residencial De La Florida,la-florida,casa,venta,,92000000.0,75,75,3,1,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2011955039-casa-dos-pisos-en-sector-residencial-de-la-florida-_JM
BAJA,3979106104,Casa Comercial Rojas Magallanes Jardin Alto La Florida,la-florida,casa,venta,,207990000.0,129,157,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3979106104-casa-comercial-rojas-magallanes-jardin-alto-la-florida-_JM
BAJA,2020678045,Camino De La Vocación / Alto Macul / 3d+3b+estacionamiento,la-florida,casa,venta,7700.0,,120,290,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2020678045-camino-de-la-vocacion-alto-macul-3d3bestacionamiento-_JM
BAJA,4118641544,Condominio - La Florida Acceso Alto Macul Casa 2 Pisos,la-florida,casa,venta,11300.0,,500,500,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4118641544-condominio-la-florida-acceso-alto-macul-casa-2-pisos-_JM
BAJA,1949785643,"Casa 4d/3b Rojas Magallanes, Jardines De La Viña",la-florida,casa,venta,,310000000.0,140,300,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1949785643-casa-4d3b-rojas-magallanes-jardines-de-la-vina-_JM
BAJA,3979980032,Macul Alto,la-florida,casa,venta,12450.0,,220,500,5,5,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3979980032-macul-alto-_JM
BAJA,2028679493,Alto Macul Venta De Casa Tranquilo Condominio (71732),la-florida,casa,venta,8400.0,,137,330,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2028679493-alto-macul-venta-de-casa-tranquilo-condominio-71732-_JM
BAJA,2028679477,Venta Townhouse La Florida (71044),la-florida,casa,venta,4800.0,,69,149,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2028679477-venta-townhouse-la-florida-71044-_JM
BAJA,2070930107,"Alto Macul, Condominio, Linda Casa 3d 3b",la-florida,casa,venta,9490.0,,164,409,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2070930107-alto-macul-condominio-linda-casa-3d-3b-_JM
BAJA,1932610391,Jardín Alto / Sta Inés,la-florida,casa,venta,5500.0,,114,152,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1932610391-jardin-alto-sta-ines-_JM
BAJA,4201741240,Metro Macul/ Departamental (107575),la-florida,casa,venta,1990.0,,40,70,3,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4201741240-metro-macul-departamental-107575-_JM
BAJA,4186965146,"Casa 7 Dorm. Las Amapolas, Barrio Las Gardenias, La Florida",la-florida,casa,venta,,180000000.0,198,347,7,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4186965146-casa-7-dorm-las-amapolas-barrio-las-gardenias-la-florida-_JM
BAJA,3723348040,Hermosa Propiedad Ubicada En Alto De Macul,la-florida,casa,venta,12750.0,,129,383,6,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3723348040-hermosa-propiedad-ubicada-en-alto-de-macul-_JM
BAJA,3719442752,"Venta Casa 3d, 2b Condominio Lientur, Palena, La Florida",la-florida,casa,venta,4850.0,,80,107,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3719442752-venta-casa-3d-2b-condominio-lientur-palena-la-florida-_JM
BAJA,2019965875,Casa En La Florida,la-florida,casa,venta,2205.0,,58,144,3,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2019965875-casa-en-la-florida-_JM
BAJA,2045841415,Casa Mediterránea En Condomino Vista Cumbre | Alto...,la-florida,casa,venta,10700.0,,159,344,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2045841415-casa-mediterranea-en-condomino-vista-cumbre-alto-_JM
BAJA,2013910705,"Casa Con La Mejor Vista Muy Bien Cuidada, Llegar Y Habitar!!",la-florida,casa,venta,9990.0,,140,433,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2013910705-casa-con-la-mejor-vista-muy-bien-cuidada-llegar-y-habitar-_JM
BAJA,4201743968,Casa Alto Macul Excelente,la-florida,casa,venta,6300.0,,94,223,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4201743968-casa-alto-macul-excelente-_JM
BAJA,3585310706,"El Hualle, Rojas Magallanes, Condominio Jardines De La Viña",la-florida,casa,venta,8145.0,,140,310,5,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3585310706-el-hualle-rojas-magallanes-condominio-jardines-de-la-vina-_JM
BAJA,1960137869,Gran Casa Familiar Con Mas De 600m2 Y Vista A  Todo Stgo,la-florida,casa,venta,13800.0,,293,634,6,8,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1960137869-gran-casa-familiar-con-mas-de-600m2-y-vista-a-todo-stgo-_JM
BAJA,4084968508,"Alto Macul, Condominio, 3d 3b",la-florida,casa,venta,8500.0,,140,340,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4084968508-alto-macul-condominio-3d-3b-_JM
BAJA,2070820545,Moderna Casa Cerca De Colegios Y Parques (176145),la-florida,casa,venta,,75000000.0,45,75,2,,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2070820545-moderna-casa-cerca-de-colegios-y-parques-176145-_JM
BAJA,3824378678,Sta Julia/v Mackenna. Pasaje,la-florida,casa,venta,,130000000.0,80,150,3,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3824378678-sta-juliav-mackenna-pasaje-_JM
BAJA,4120935200,"Townhouse 3 Dorm 2 Baños, Palena La Florida, Condominio",la-florida,casa,venta,4650.0,,98,77,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4120935200-townhouse-3-dorm-2-banos-palena-la-florida-condominio-_JM
BAJA,3764514144,Amplia Y Segura Casa En Alto Macul,la-florida,casa,venta,7200.0,,150,350,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3764514144-amplia-y-segura-casa-en-alto-macul-_JM
BAJA,3967959946,Casa Familiar Condominio Seguro  Alto Macul,la-florida,casa,venta,7600.0,,108,419,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3967959946-casa-familiar-condominio-seguro-alto-macul-_JM
BAJA,3972473650,Parcela Con Amplias Terrazas,la-florida,casa,venta,11900.0,,278,2438,5,3,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3972473650-parcela-con-amplias-terrazas-_JM
BAJA,4155623286,"Moderna Casa Mediterranea En Condominio Lientur, La Florida",la-florida,casa,venta,4900.0,,110,100,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4155623286-moderna-casa-mediterranea-en-condominio-lientur-la-florida-_JM
BAJA,1860237965,Condominio Walker Martinez,la-florida,casa,venta,4410.0,,50,101,2,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1860237965-condominio-walker-martinez-_JM
BAJA,1973930417,Propiedad Con Dos Casas,la-florida,casa,venta,,200000000.0,100,62,5,2,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1973930417-propiedad-con-dos-casas-_JM
BAJA,3585505524,"Rojas Magallanes, La Florida",la-florida,casa,venta,,320000000.0,120,644,6,3,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3585505524-rojas-magallanes-la-florida-_JM
BAJA,2049079369,"Casa 3d/3b En Condominio Cerrado, La Florida | 100m² Terreno",la-florida,casa,venta,,186000000.0,87,100,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2049079369-casa-3d3b-en-condominio-cerrado-la-florida-100m-terreno-_JM
BAJA,3834518864,"Casa En Barrio Cerrado 4dormitorios Alto Macul, La Florida",la-florida,casa,venta,5990.0,,120,190,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3834518864-casa-en-barrio-cerrado-4dormitorios-alto-macul-la-florida-_JM
BAJA,3897437052,Vive Seguro En Condominio Rodeado De Naturaleza En...,la-florida,casa,venta,7900.0,,109,264,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3897437052-vive-seguro-en-condominio-rodeado-de-naturaleza-en-_JM
BAJA,4134303564,Muy Buena Ubicación,la-florida,casa,venta,2850.0,,48,84,2,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4134303564-muy-buena-ubicacion-_JM
BAJA,1961550825,Casa 3 Dormitorios Condominio Jardin Alto La Florida,la-florida,casa,venta,,234990000.0,140,210,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1961550825-casa-3-dormitorios-condominio-jardin-alto-la-florida-_JM
BAJA,4162502834,Casa + Casa Independiente Jardin Alto La Florida,la-florida,casa,venta,,137990000.0,67,116,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4162502834-casa-casa-independiente-jardin-alto-la-florida-_JM
BAJA,2027787305,Walker Martinez (120771),la-florida,casa,venta,3875.0,,60,160,3,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-2027787305-walker-martinez-120771-_JM
BAJA,4093528756,Casa 6d+4b En 328m2 Amplia Y Luminosa En Alto Macul,la-florida,casa,venta,8990.0,,170,328,6,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4093528756-casa-6d4b-en-328m2-amplia-y-luminosa-en-alto-macul-_JM
BAJA,1996214001,Casa 5 Dormitorios Condominio Jardines De La Viña La Florida,la-florida,casa,venta,,284990000.0,120,268,5,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1996214001-casa-5-dormitorios-condominio-jardines-de-la-vina-la-florida-_JM
BAJA,1997643477,Casa Remodelada Alto Macul,la-florida,casa,venta,7190.0,,121,327,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1997643477-casa-remodelada-alto-macul-_JM
BAJA,4118608224,Venta Casa 3 Pisos Micro Barrio En El Hualle Sur 3...,la-florida,casa,venta,6555.0,,125,184,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4118608224-venta-casa-3-pisos-micro-barrio-en-el-hualle-sur-3-_JM
BAJA,4044409282,"Casa 140 M2, 5d+3b, Jardines De La Viña (72472)",la-florida,casa,venta,,290000000.0,140,240,5,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4044409282-casa-140-m2-5d3b-jardines-de-la-vina-72472-_JM
BAJA,1986963753,Gran Casa Familiar En Condominio Seguro De Alto Macul,la-florida,casa,venta,7800.0,,108,339,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1986963753-gran-casa-familiar-en-condominio-seguro-de-alto-macul-_JM
BAJA,1996205053,Linda Casa 5d Y 2b En Jardines De La Viña,la-florida,casa,venta,7500.0,,103,267,5,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1996205053-linda-casa-5d-y-2b-en-jardines-de-la-vina-_JM
BAJA,2025081665,Casa Familiar De 4 Dormitorios En 130m2 Útiles En Condominio,la-florida,casa,venta,7200.0,,130,250,4,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2025081665-casa-familiar-de-4-dormitorios-en-130m2-utiles-en-condominio-_JM
BAJA,2016688535,"Camino Las Araucarias Con Nueva María Alto Macul, La Florida",la-florida,casa,venta,8300.0,,107,310,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2016688535-camino-las-araucarias-con-nueva-maria-alto-macul-la-florida-_JM
BAJA,4143961062,"Amplia Y Cómoda Casa De 4 Dorm En Alto Macul, En La Florida",la-florida,casa,venta,10990.0,,137,396,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4143961062-amplia-y-comoda-casa-de-4-dorm-en-alto-macul-en-la-florida-_JM
BAJA,2027779409,Venta Casa Sector Jardín Alto (149039),la-florida,casa,venta,5450.0,,130,154,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2027779409-venta-casa-sector-jardin-alto-149039-_JM
BAJA,1857125745,Bajo De Precio!! Venta Casa Sector Residencial Y T...,la-florida,casa,venta,4400.0,,72,200,4,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1857125745-bajo-de-precio-venta-casa-sector-residencial-y-t-_JM
BAJA,2022492523,"Alto Macul Condominio Santuario 3, 5 Dorm 5 Baños",la-florida,casa,venta,10800.0,,250,455,5,5,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2022492523-alto-macul-condominio-santuario-3-5-dorm-5-banos-_JM
BAJA,3902062974,Casa Con Amplio Patio Frente A Hermosa Plaza Metro Trinidad,la-florida,casa,venta,,115000000.0,62,146,2,1,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3902062974-casa-con-amplio-patio-frente-a-hermosa-plaza-metro-trinidad-_JM
BAJA,1986445261,"Gran Casa Exclusivo Condominio Los Algarrobos, La Florida",la-florida,casa,venta,7350.0,,140,337,5,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1986445261-gran-casa-exclusivo-condominio-los-algarrobos-la-florida-_JM
BAJA,3824815278,Peru / Perpetua Freire,la-florida,casa,venta,,200000000.0,200,200,3,3,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3824815278-peru-perpetua-freire-_JM
BAJA,1892370911,"Excelente, Amplia, 4d-3b + Servicios, Condominio Cerrado",la-florida,casa,venta,10900.0,,185,490,5,5,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1892370911-excelente-amplia-4d-3b-servicios-condominio-cerrado-_JM
BAJA,1957488055,Casa En Condominio A Una Cuadra Del Metro Vicente Valdes,la-florida,casa,venta,4345.0,,96,132,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1957488055-casa-en-condominio-a-una-cuadra-del-metro-vicente-valdes-_JM
BAJA,1916432415,Moderna Casa En Jardín Alto / Enrique Olivares: La Florida,la-florida,casa,venta,,175000000.0,91,140,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-1916432415-moderna-casa-en-jardin-alto-enrique-olivares-la-florida-_JM
BAJA,1910923901,"Perú 8796, La Florida",la-florida,casa,venta,13800.0,,253,1000,4,4,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-1910923901-peru-8796-la-florida-_JM
BAJA,3827559720,"Piedra Del Rey Norte, Alto Macul 6914, La Florida",la-florida,casa,venta,8450.0,,241,241,3,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-3827559720-piedra-del-rey-norte-alto-macul-6914-la-florida-_JM
BAJA,4152881058,Jardin Alto,la-florida,casa,venta,7000.0,,177,140,4,4,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4152881058-jardin-alto-_JM
BAJA,3737589642,Venezuela/ Santa Julia,la-florida,casa,venta,,395000000.0,117,444,3,2,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3737589642-venezuela-santa-julia-_JM
BAJA,4176331110,Exclusiva Casa En Alto Macul 5 Dormitorios En Condominio,la-florida,casa,venta,9970.0,,160,411,5,3,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4176331110-exclusiva-casa-en-alto-macul-5-dormitorios-en-condominio-_JM
BAJA,2041114651,"Linda Y Cómoda Casa C/ampliación, Condominio Privado, 4d4b",la-florida,casa,venta,8500.0,,133,367,4,4,nombre_de_proyecto,https://portalinmobiliario.com/MLC-2041114651-linda-y-comoda-casa-campliacion-condominio-privado-4d4b-_JM
BAJA,4061335656,"Av. Trinidad, Condominio, Como Nueva, 3d-3b-e",la-florida,casa,venta,4890.0,,71,131,3,2,nombre_de_proyecto,https://portalinmobiliario.com/MLC-4061335656-av-trinidad-condominio-como-nueva-3d-3b-e-_JM
BAJA,3777315580,Rojas Magallanes/las Perdices/los Encinos-c/piscina/quincho,la-florida,casa,venta,7400.0,,114,270,4,2,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-3777315580-rojas-magallaneslas-perdiceslos-encinos-cpiscinaquincho-_JM
BAJA,4152875532,Casa Nueva Amanecer,la-florida,casa,venta,2700.0,,60,172,3,1,titulo_corto_tipo_nombre,https://portalinmobiliario.com/MLC-4152875532-casa-nueva-amanecer-_JM
