id_eliminado,id_conservado,confianza,titulo_eliminado,precio_uf_eliminado,precio_clp_eliminado,m2_util,direccion,url
4201750850,4014330292,ALTA,Una Gran Casa En La Florida. 4dormitorios. Sin Deuda,,135000000.0,150,"Los Changos 1023, La Florida, Rojas Magallanes, La Florida",https://portalinmobiliario.com/MLC-4201750850-una-gran-casa-en-la-florida-4dormitorios-sin-deuda-_JM
4191769826,4014330292,ALTA,Casa Familiar Con Patio Y Excelente Conectividad,3305.2,135000000.0,148,"Los Changos, C, Rojas Magallanes, La Florida",https://portalinmobiliario.com/MLC-4191769826-casa-familiar-con-patio-y-excelente-conectividad-_JM
4244619220,4014330292,ALTA,Casa Con Terreno Propio En Barrio Consolidado,,135000000.0,148,"Los Changos, C, Rojas Magallanes, La Florida",https://portalinmobiliario.com/MLC-4244619220-casa-con-terreno-propio-en-barrio-consolidado-_JM
4146251192,2931748836,ALTA,Edificio Vespucio Capital Vista Norte Piso 7,,353000.0,31,"Av. Vicuña Mackenna 7630, Vicente Valdés, La Florida",https://portalinmobiliario.com/MLC-4146251192-edificio-vespucio-capital-vista-norte-piso-7-_JM
2037562665,2931748836,ALTA,Edificio Vespucio Capital Vista Norte Piso 2,,349000.0,31,"Av. Vicuña Mackenna 7630, Vicente Valdés, La Florida",https://portalinmobiliario.com/MLC-2037562665-edificio-vespucio-capital-vista-norte-piso-2-_JM
2076418093,2931748836,ALTA,"Arriendo De Departamento En La Florida. 1 Dormitorio, 1 Baño",,353000.0,31,"Av. Vicuña Mackenna 7500 - 7800, La Florida, Vicente Valdés, La Florida",https://portalinmobiliario.com/MLC-2076418093-arriendo-de-departamento-en-la-florida-1-dormitorio-1-bano-_JM
4146273788,2013006933,ALTA,"2d+1b (805), La Cisterna *",,289000.0,47,"Briones Luco 0957 La Cisterna Santiago Chile, La Florida",https://portalinmobiliario.com/MLC-4146273788-2d1b-805-la-cisterna--_JM
4239784712,2013006933,ALTA,"1d+1b+1bod+1est (758), La Cisterna *",,370000.0,47,"Briones Luco 0957 La Cisterna Santiago Chile, La Florida",https://portalinmobiliario.com/MLC-4239784712-1d1b1bod1est-758-la-cisterna--_JM
4239785112,2013006933,ALTA,"1d+1b+1bod+1est (758), La Cisterna *",,370000.0,47,"Briones Luco 0957 La Cisterna Santiago Chile, La Florida",https://portalinmobiliario.com/MLC-4239785112-1d1b1bod1est-758-la-cisterna--_JM
2046360597,2046348229,ALTA,Departamento Froilán Lagos Sepúlveda Id: 174993,,308000.0,25,"Froilán Lagos Sepúlveda, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-2046360597-departamento-froilan-lagos-sepulveda-id-174993-_JM
2061517201,2046348229,ALTA,Departamento Froilán Lagos Sepúlveda Id: 175546,,150000.0,25,"Froilán Lagos Sepúlveda, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-2061517201-departamento-froilan-lagos-sepulveda-id-175546-_JM
2061554801,2046348229,ALTA,Departamento Froilán Lagos Sepúlveda Id: 175547,,150000.0,25,"Froilán Lagos Sepúlveda, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-2061554801-departamento-froilan-lagos-sepulveda-id-175547-_JM
4142643782,2037593005,ALTA,Edificio Lia Aguirre Vista Poniente Piso 18,,350000.0,36,"Lia Aguirre 155, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-4142643782-edificio-lia-aguirre-vista-poniente-piso-18-_JM
4201731114,2037593005,ALTA,Se Arrienda Dpto 1d1b Cercano A (m) Bellavista De La Florida,8.57,350000.0,36,"Lía Aguirre 155, La Florida, Chile, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-4201731114-se-arrienda-dpto-1d1b-cercano-a-m-bellavista-de-la-florida-_JM
4201743872,2037593005,ALTA,Se Arrienda Dpto 1d1b Cercano A (m) Bellavista De La Florida,,320000.0,36,"Lía Aguirre 155, La Florida, Chile, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-4201743872-se-arrienda-dpto-1d1b-cercano-a-m-bellavista-de-la-florida-_JM
4182739892,2009494493,ALTA,Depto Nuevo A Estrenar 1d1b Con Estacionamiento - La Florida,,215000.0,37,"METRO VICENTE VALDES // 1 Dor 1 Baño Con Estacionamiento, Vicente Valdés, La Florida",https://portalinmobiliario.com/MLC-4182739892-depto-nuevo-a-estrenar-1d1b-con-estacionamiento-la-florida-_JM
2091975895,2009494493,ALTA,Dpto En Arriendo De 1 Dorm. 1 Baño 1est. 1bod En La Florida,,215000.0,37,"Cercano Metro Vicente Valdes 1dormitorio 1baño 1 Estacionamiento, Vicente Valdés, La Florida",https://portalinmobiliario.com/MLC-2091975895-dpto-en-arriendo-de-1-dorm-1-bano-1est-1bod-en-la-florida-_JM
4234028224,2009494493,ALTA,Dpto 1 D + 1 Estacionamiento Vicente Valdes (176835),,440000.0,37,"Gerónimo De Alderete, Vicente Valdés, La Florida",https://portalinmobiliario.com/MLC-4234028224-dpto-1-d-1-estacionamiento-vicente-valdes-176835-_JM
4201741518,4209026478,ALTA,Arriendo Depto 1d1b Amoblado Vicuña Mackenna 6689 La Florida,,429000.0,35,"Vicuña Mackenna Poniente 6689, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-4201741518-arriendo-depto-1d1b-amoblado-vicuna-mackenna-6689-la-florida-_JM
2082078323,4209026478,ALTA,Se Arrienda Dpto 1d1b Amoblado Cercano A (m) Mirador,,429000.0,35,"Avenida Vicuña Mackenna Poniente 6689, La Florida, Chile, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-2082078323-se-arrienda-dpto-1d1b-amoblado-cercano-a-m-mirador-_JM
2082157835,4209026478,ALTA,Se Arrienda Dpto 1d1b Amoblado Cercano A (m) Mirador,,429000.0,35,"Avenida Vicuña Mackenna Poniente 6689, La Florida, Chile, Plaza Vespucio, La Florida",https://portalinmobiliario.com/MLC-2082157835-se-arrienda-dpto-1d1b-amoblado-cercano-a-m-mirador-_JM
2030452771,4208892580,ALTA,Garantia 2 Cuotas | Amoblado | +3 Meses (161444),,380000.0,36,"Millaray, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-2030452771-garantia-2-cuotas-amoblado-3-meses-161444-_JM
4130761150,4208892580,ALTA,Cerca Al Mall | Semi-nuevo | Petfriendly (161439),,355000.0,36,"Millaray, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-4130761150-cerca-al-mall-semi-nuevo-petfriendly-161439-_JM
4246173082,4208892580,ALTA,Depto 1d1b Moderno Con Amenities Y Conectividad,,380000.0,34,"Mirador Azul, 6333, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-4246173082-depto-1d1b-moderno-con-amenities-y-conectividad-_JM
4089199384,4089237868,ALTA,"Inglaterra 59 - Departamento 2d1b, La Florida",,378672.0,48,"Inglaterra 59, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-4089199384-inglaterra-59-departamento-2d1b-la-florida-_JM
2037762887,4089237868,ALTA,"Inglaterra 59 - Departamento 2d1b, La Florida",,390599.0,48,"Inglaterra 59, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-2037762887-inglaterra-59-departamento-2d1b-la-florida-_JM
2042161533,4089237868,ALTA,"Inglaterra 59 - Departamento 2d1b, La Florida",,390599.0,48,"Inglaterra 59, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-2042161533-inglaterra-59-departamento-2d1b-la-florida-_JM
4202056618,4201740902,ALTA,Departamento Froilán Roa Id: 169479,,250000.0,54,"Froilán Roa, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-4202056618-departamento-froilan-roa-id-169479-_JM
2011905185,4201740902,ALTA,"Nuevo Vista Despejada C/bodega- Oferta 1er Mes 250, Luego...",,500000.0,54,"Froilán Roa 6300 - 6600, La Florida, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-2011905185-nuevo-vista-despejada-cbodega-oferta-1er-mes-250-luego-_JM
4139255780,4201740902,ALTA,Departamento Froilán Roa Id: 169483,,250000.0,54,"Froilán Roa, Metro Mirador, La Florida",https://portalinmobiliario.com/MLC-4139255780-departamento-froilan-roa-id-169483-_JM
4212660752,2092196793,ALTA,Gran Y Nuevo Departamento Con Estacionamiento,,550000.0,57,"Gerónimo De Alderete, 1800, La Florida Alto, La Florida",https://portalinmobiliario.com/MLC-4212660752-gran-y-nuevo-departamento-con-estacionamiento-_JM
4234125340,2092196793,ALTA,Gran Y Nuevo Departamento Perfectamente Conectado,,550000.0,57,"Gerónimo De Alderete 1500 - 1800, La Florida, La Florida Alto, La Florida",https://portalinmobiliario.com/MLC-4234125340-gran-y-nuevo-departamento-perfectamente-conectado-_JM
4235158948,2092196793,ALTA,"Moderno Edificio, Dpto 2d+2b+1e+1b G.de Alderete/av.la F",,550000.0,56,"Gerónimo De Alderete 1800, La Florida, La Florida Alto, La Florida",https://portalinmobiliario.com/MLC-4235158948-moderno-edificio-dpto-2d2b1e1b-gde-aldereteavla-f-_JM
4021085658,4112475224,ALTA,Casa En Venta En Ñuñoa,10527.66,430000000.0,214,"Carmen Covarrubias 117, Santiago, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa",https://portalinmobiliario.com/MLC-4021085658-casa-en-venta-en-nunoa-_JM
1974265011,4112475224,ALTA,"Casa 5 Dormit. Carmen Covarrubias, Metro M. Eyzaguirre Ñuñoa",10527.66,430000000.0,214,"Metro Monseñor Eyzaguirre (Irarrazaval - Manuel Montt), Metro Monseñor Eyzaguirre, Ñuñoa",https://portalinmobiliario.com/MLC-1974265011-casa-5-dormit-carmen-covarrubias-metro-m-eyzaguirre-nunoa-_JM
2053521647,4112475224,ALTA,"Casa 5d-4b, Recien Pintada, En Venta En Ñuñoa",10527.66,430000000.0,214,"Carmen Covarrubias, 100, Metro Monseñor Eyzaguirre, Ñuñoa",https://portalinmobiliario.com/MLC-2053521647-casa-5d-4b-recien-pintada-en-venta-en-nunoa-_JM
1931542771,1870205675,ALTA,Mc Vive La Comodidad Y Conectividad En Ñuñoa,4990.0,203815502,61,"Emilio Vaisse 600 - 900, Ñuñoa, Metro Irarrázaval, Ñuñoa",https://portalinmobiliario.com/MLC-1931542771-mc-vive-la-comodidad-y-conectividad-en-nunoa-_JM
3892124050,1870205675,ALTA,"Departamento En Venta 2d 2b, Metro Irarrazaval. Ñuñoa",4990.0,203815502,61,"Avenida Irarrazaval, Metro Irarrázaval, Ñuñoa",https://portalinmobiliario.com/MLC-3892124050-departamento-en-venta-2d-2b-metro-irarrazaval-nunoa-_JM
4027766228,1870205675,ALTA,"Ñuñoa, Barrio Italia, Semi Nuevo",4990.0,203815502,61,"Emilio Vaisse 600 - 900, Ñuñoa, Metro Irarrázaval, Ñuñoa",https://portalinmobiliario.com/MLC-4027766228-nunoa-barrio-italia-semi-nuevo-_JM
2059439157,2053132865,ALTA,Departamento 2d/2b / Nuevo,5809.0,237267385,57,"Plaza Egaña, Ñuñoa",https://portalinmobiliario.com/MLC-2059439157-departamento-2d2b-nuevo-_JM
4217835234,2053132865,ALTA,Departamento 2d/2b Con Patio / Nuevo,6797.0,277622038,57,"Plaza Egaña, Ñuñoa",https://portalinmobiliario.com/MLC-4217835234-departamento-2d2b-con-patio-nuevo-_JM
4217920718,2053132865,ALTA,Departamento 2d/2b Con Patio / Nuevo,6797.0,277622038,57,"Plaza Egaña, Ñuñoa",https://portalinmobiliario.com/MLC-4217920718-departamento-2d2b-con-patio-nuevo-_JM
4155489192,4134715292,ALTA,Departamento Til Til Id: 146133,11.75,480000.0,32,"Til Til, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4155489192-departamento-til-til-id-146133-_JM
4212615956,4134715292,ALTA,Departamento Til Til Id: 131751,9.18,375000.0,32,"Til Til, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4212615956-departamento-til-til-id-131751-_JM
4228880408,4134715292,ALTA,Departamento Til Til Id: 132910,9.18,375000.0,32,"Til Til, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4228880408-departamento-til-til-id-132910-_JM
4162522476,2041112355,ALTA,Metro Villa Frei Y Metro Egañas,14.69,600000.0,30,"Coventry 47, Ñuñoa, Ñuñoa",https://portalinmobiliario.com/MLC-4162522476-metro-villa-frei-y-metro-eganas-_JM
4225053712,2041112355,ALTA,Metro Villa Frei,14.69,600000.0,30,"Coventry 47, Ñuñoa, Ñuñoa",https://portalinmobiliario.com/MLC-4225053712-metro-villa-frei-_JM
4230688838,2041112355,ALTA,Depto Amoblado 1dorm C/estacionamiento Ñuñoa,15.91,650000.0,30,"Coventry 47, Ñuñoa, Ñuñoa",https://portalinmobiliario.com/MLC-4230688838-depto-amoblado-1dorm-cestacionamiento-nunoa-_JM
2018356315,4225847128,ALTA,Departamento En Arriendo De 1 Dorm. En Ñuñoa,10.53,430000.0,36,"Til Til / Rodrigo De Araya / Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-2018356315-departamento-en-arriendo-de-1-dorm-en-nunoa-_JM
2055383903,4225847128,ALTA,Departamento Til Til Id: 140811,9.18,375000.0,36,"Til Til, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-2055383903-departamento-til-til-id-140811-_JM
4191871118,4225847128,ALTA,Departamento Til Til Id: 175712,10.53,430000.0,34,"Til Til, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4191871118-departamento-til-til-id-175712-_JM
4228884074,4229046310,ALTA,Zañartu 980 Depto 1 Dorm Terraza Piso 4,9.55,390000.0,37,"Zañartu 980, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4228884074-zanartu-980-depto-1-dorm-terraza-piso-4-_JM
4229045308,4229046310,ALTA,Zañartu 980 Depto 1 Dorm Terraza Piso 4,9.55,390000.0,37,"Zañartu 980, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4229045308-zanartu-980-depto-1-dorm-terraza-piso-4-_JM
4229045314,4229046310,ALTA,Zañartu 980 Depto 1 Dorm Con Terraza Piso 4,9.55,390000.0,37,"Zañartu 980, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4229045314-zanartu-980-depto-1-dorm-con-terraza-piso-4-_JM
2037487513,2066640721,ALTA,Edificio Guillermo Mann Vista Norte Piso 3,9.94,406000.0,33,"Av. Vicuña Mackenna 2362, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-2037487513-edificio-guillermo-mann-vista-norte-piso-3-_JM
4201738128,2066640721,ALTA,Edificio Guillermo Mann Vista Norte Piso 3,9.82,401000.0,33,"Av. Vicuña Mackenna 2362, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4201738128-edificio-guillermo-mann-vista-norte-piso-3-_JM
2037487517,2066640721,ALTA,Edificio Guillermo Mann Vista Norte Piso 3,9.89,404000.0,33,"Av. Vicuña Mackenna 2362, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-2037487517-edificio-guillermo-mann-vista-norte-piso-3-_JM
4229046400,2081857323,ALTA,Zañartu 1315 Depto 1 Dorm Con Terraza Piso 15,9.7,396100.0,35,"Zañartu 1315, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4229046400-zanartu-1315-depto-1-dorm-con-terraza-piso-15-_JM
4228883784,2081857323,ALTA,Zañartu 1315 Depto 1 Dorm Piso 15 Con Terraza,9.7,396100.0,36,"Zañartu 1315, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4228883784-zanartu-1315-depto-1-dorm-piso-15-con-terraza-_JM
2081856921,2081857323,ALTA,Zañartu 1315 Depto 1 Dorm Con Terraza Piso 15,9.7,396100.0,35,"Zañartu 1315, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-2081856921-zanartu-1315-depto-1-dorm-con-terraza-piso-15-_JM
4128150464,4128150462,ALTA,Depto Amoblado Mall Plaza Egaña - Valor Incluye Ggcc,33.05,1350000.0,75,"Pl. Egaña, Ñuñoa, Plaza Egaña, Ñuñoa",https://portalinmobiliario.com/MLC-4128150464-depto-amoblado-mall-plaza-egana-valor-incluye-ggcc-_JM
4128488496,4128150462,ALTA,Depto Amoblado Mall Plaza Egaña - Valor Incluye Ggcc,24.48,1000000.0,75,"Pl. Egaña, Ñuñoa, Plaza Egaña, Ñuñoa",https://portalinmobiliario.com/MLC-4128488496-depto-amoblado-mall-plaza-egana-valor-incluye-ggcc-_JM
4128488498,4128150462,ALTA,Depto Amoblado Mall Plaza Egaña - Valor Incluye Ggcc,33.05,1350000.0,75,"Pl. Egaña, Ñuñoa, Plaza Egaña, Ñuñoa",https://portalinmobiliario.com/MLC-4128488498-depto-amoblado-mall-plaza-egana-valor-incluye-ggcc-_JM
4225851716,4155691408,ALTA,Barrio Italia: Dpto 96m2 | Terraza 21m2 | Semiamoblado | E+b,29.0,1184499,75,"Julio Prado 1810, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa",https://portalinmobiliario.com/MLC-4225851716-barrio-italia-dpto-96m2-terraza-21m2-semiamoblado-eb-_JM
2027353111,4155691408,ALTA,J. Prado / Rengo / Semi Amoblad / 21 Mts2 Terraza / 1 º Piso,29.0,1184499,75,"Julio Prado 1800 - 2100, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa",https://portalinmobiliario.com/MLC-2027353111-j-prado-rengo-semi-amoblad-21-mts2-terraza-1-piso-_JM
4196462598,4155691408,ALTA,Dos Dormitorios Amoblado Con Estacionamiento Y B0dega,29.0,1184499,75,"Julio Prado 1800 - 2100, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa",https://portalinmobiliario.com/MLC-4196462598-dos-dormitorios-amoblado-con-estacionamiento-y-b0dega-_JM
2074075111,4188420418,ALTA,"Depto Nuevo 2d1b - Guillermo Mann, Ñuñoa",11.02,450000.0,42,"DEPTO NUEVO 2D1B  - GUILLERMO MANN, ÑUÑOA, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-2074075111-depto-nuevo-2d1b-guillermo-mann-nunoa-_JM
4105679564,4188420418,ALTA,Arriendo Depto Con Balcón 2d1b Guillermo Mann 1401 Ñuñoa,11.02,450000.0,41,"Guillermo Mann 1401, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4105679564-arriendo-depto-con-balcon-2d1b-guillermo-mann-1401-nunoa-_JM
4143488986,4188420418,ALTA,Arriendo Depto Con Balcón 2d1b Guillermo Mann 1401 Ñuñoa,11.02,450000.0,41,"Guillermo Mann 1401, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4143488986-arriendo-depto-con-balcon-2d1b-guillermo-mann-1401-nunoa-_JM
2031492661,4116740154,ALTA,San Eugenio / Av Sur / Estacionami /  2 D - 1 B / Remodelado,15.91,650000.0,46,"San Eugenio 900 - 1200, Ñuñoa, Parque San Eugenio - Metro Ñuble, Ñuñoa",https://portalinmobiliario.com/MLC-2031492661-san-eugenio-av-sur-estacionami-2-d-1-b-remodelado-_JM
4138305164,4116740154,ALTA,Metro Ñuble 2d1b1e Disponible,15.91,650000.0,46,"San Eugenio 900 - 1200, Ñuñoa, Parque San Eugenio - Metro Ñuble, Ñuñoa",https://portalinmobiliario.com/MLC-4138305164-metro-nuble-2d1b1e-disponible-_JM
4212554648,4116740154,ALTA,"Depto Remodelado 2d+1b+1e Ñuñoa, Vista Despejada",15.91,650000.0,46,"San Eugenio 900 - 1200, Ñuñoa, Parque San Eugenio - Metro Ñuble, Ñuñoa",https://portalinmobiliario.com/MLC-4212554648-depto-remodelado-2d1b1e-nunoa-vista-despejada-_JM
4105694034,2016684447,ALTA,Impecable Y Espacioso Depto. Metr Los Orientales,18.24,745000.0,70,"Pedro Rico 5400 - 5700, Ñuñoa, Diagonal Oriente, Ñuñoa",https://portalinmobiliario.com/MLC-4105694034-impecable-y-espacioso-depto-metr-los-orientales-_JM
2068836455,2016684447,ALTA,Ñuñoa 2hb 2b Comodo Y Amplio,18.24,745000.0,70,"Pedro Rico 5440, Ñuñoa, Región Metropolitana De Santiago 7750000, Chile, Diagonal Oriente, Ñuñoa",https://portalinmobiliario.com/MLC-2068836455-nunoa-2hb-2b-comodo-y-amplio-_JM
2050888785,2016684447,ALTA,Vive En Ñuñoa | Depto 2d 2b A Pasos Del Metro,18.24,745000.0,68,"Pedro Rico 5400 - 5700, Ñuñoa, Diagonal Oriente, Ñuñoa",https://portalinmobiliario.com/MLC-2050888785-vive-en-nunoa-depto-2d-2b-a-pasos-del-metro-_JM
4160986804,2042155891,ALTA,Arriendo 2 Dormitorios Con Estacionamiento Ñuñoa,14.69,600000.0,57,"SECTOR ESTADIO NACIONAL, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4160986804-arriendo-2-dormitorios-con-estacionamiento-nunoa-_JM
4168122364,2042155891,ALTA,Dpto 2 Dorm Amplios Y 2 Baños Con Estac+bod,14.69,600000.0,56,"Zañartu 1905, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4168122364-dpto-2-dorm-amplios-y-2-banos-con-estacbod-_JM
4230654276,2042155891,ALTA,Av Rodrigo De Araya Con Av. Marathon,14.69,600000.0,56,"Zañartu, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4230654276-av-rodrigo-de-araya-con-av-marathon-_JM
4188214230,4188214226,ALTA,Amoblado Departamento. Arriendo De 1d-1b. En Ñuñoa,22.03,900000.0,4,"Los Alerces 3254, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4188214230-amoblado-departamento-arriendo-de-1d-1b-en-nunoa-_JM
4188278132,4188214226,ALTA,Departamento Amoblado En Arriendo De 1 Dorm. En Ñuñoa,22.03,900000.0,4,"Los Alerces 3254, Ñuñoa., Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4188278132-departamento-amoblado-en-arriendo-de-1-dorm-en-nunoa-_JM
4188420662,4188214226,ALTA,Amoblado Departamento En Arriendo De 1d-1b. En Ñuñoa,22.03,900000.0,4,"Los Alerces 3254, Ñuñoa, Estadio Nacional, Ñuñoa",https://portalinmobiliario.com/MLC-4188420662-amoblado-departamento-en-arriendo-de-1d-1b-en-nunoa-_JM
4218351394,4051074202,ALTA,Carmen Mena. Gran Avenida Metro Departamental (171831),2570.0,104971110,37,"Carmen Mena 600 - 900, San Miguel, Chile, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4218351394-carmen-mena-gran-avenida-metro-departamental-171831-_JM
4218351398,4051074202,ALTA,Moderno Dpto. Metro Departamental (171828),2570.0,104971110,37,"Carmen Mena 600 - 900, San Miguel, Chile, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4218351398-moderno-dpto-metro-departamental-171828-_JM
4219656780,4051074202,ALTA,Departamento En Venta Con Arrendatario Vigente San Miguel,2570.0,104971110,37,"Carmen Mena / Gran Avenida, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4219656780-departamento-en-venta-con-arrendatario-vigente-san-miguel-_JM
3779413232,3551645144,ALTA,Departamento En Venta En San Miguel,2250.0,91900778,35,"LINDO DPTO 1D1B CON ESTACIONAMIENTO Y BODEGA, Lo Vial, San Miguel",https://portalinmobiliario.com/MLC-3779413232-departamento-en-venta-en-san-miguel-_JM
3779388484,3551645144,ALTA,Depto En Venta 1 Dorm. + Estacionamiento En San Miguel,2300.0,93943017,35,"BERLIN 927 DPTO 905, Lo Vial, San Miguel",https://portalinmobiliario.com/MLC-3779388484-depto-en-venta-1-dorm-estacionamiento-en-san-miguel-_JM
2068807999,3551645144,ALTA,Venta Dpto 1 Dorm 1 Baño 1e / Metro Lo Vial Y San Miguel,2250.0,91900778,36,"Berlín 900 - 1200, San Miguel, Lo Vial, San Miguel",https://portalinmobiliario.com/MLC-2068807999-venta-dpto-1-dorm-1-bano-1e-metro-lo-vial-y-san-miguel-_JM
3816305630,4211492266,ALTA,Departamento Lazo Id: 99062,3200.0,130703328,32,"Lazo, Lo Vial, San Miguel",https://portalinmobiliario.com/MLC-3816305630-departamento-lazo-id-99062-_JM
4064398980,4211492266,ALTA,Departamento Lazo Id: 99061,3100.0,126618849,32,"Lazo, Lo Vial, San Miguel",https://portalinmobiliario.com/MLC-4064398980-departamento-lazo-id-99061-_JM
4170360326,4211492266,ALTA,Se Vende Precioso Departamento En San Miguel,3500.0,142956765,32,"Avenida Lazo, Lo Vial, San Miguel",https://portalinmobiliario.com/MLC-4170360326-se-vende-precioso-departamento-en-san-miguel-_JM
2009505621,3559926536,ALTA,Departamento Alcalde Pedro Alarcón Id: 173700,3750.0,153167962,70,"Alcalde Pedro Alarcón, El Llano, San Miguel",https://portalinmobiliario.com/MLC-2009505621-departamento-alcalde-pedro-alarcon-id-173700-_JM
4206499462,3559926536,ALTA,"Departamento En Venta , Alcalde Pedro Alarcon Metro El Llano",3917.27,160000000.0,70,"VENTA DEPARTAMENTO SAN MIGUEL METRO EL LLANO, El Llano, San Miguel",https://portalinmobiliario.com/MLC-4206499462-departamento-en-venta-alcalde-pedro-alarcon-metro-el-llano-_JM
4210791212,3559926536,ALTA,Depto Venta Metro El Llano,3750.0,153167962,70,"DEPTO VENTA METRO EL LLANO, El Llano, San Miguel",https://portalinmobiliario.com/MLC-4210791212-depto-venta-metro-el-llano-_JM
4027764188,4014385892,ALTA,Departamento En Venta De 2 Dorm. En San Miguel,3350.0,136830046,57,"¡OPORTUNIDAD!, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4027764188-departamento-en-venta-de-2-dorm-en-san-miguel-_JM
4176383606,4014385892,ALTA,"Dpto 2d/2b, Estac Y Bod. San Miguel (86097)",3300.0,134787807,57,"Novena Avenida, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4176383606-dpto-2d2b-estac-y-bod-san-miguel-86097-_JM
4213380168,4014385892,ALTA,"Rebajado, Depto 2d/2b,  San Miguel (112561)",3350.0,136830046,57,"Novena Avenida, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4213380168-rebajado-depto-2d2b-san-miguel-112561-_JM
4064405178,4064369754,ALTA,"Precioso Dpto 3d,1b, A Pasos De M, Servicios Y Comercios.",1890.0,77196653,47,"San Petersburgo 6300 - 6600, San Miguel, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4064405178-precioso-dpto-3d1b-a-pasos-de-m-servicios-y-comercios-_JM
4073480644,4064369754,ALTA,Oportunidad En San Miguel- 3d/1b/1e/1b,2750.0,112323172,45,"San Petersburgo, 6300 - 6600, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4073480644-oportunidad-en-san-miguel-3d1b1e1b-_JM
2035098745,4064369754,ALTA,Departamento En Venta De 3 Dorm. En San Miguel,1890.0,77196653,47,"San Petersburgo 6351, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-2035098745-departamento-en-venta-de-3-dorm-en-san-miguel-_JM
2037610173,2037597525,ALTA,Edificio Av. Sta. Rosa Vista Oriente Piso 18,1790.0,73112174,42,"Av. Sta. Rosa 5741, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-2037610173-edificio-av-sta-rosa-vista-oriente-piso-18-_JM
4230801252,2037597525,ALTA,Moderno 2d1b Con Terraza En San Miguel,1743.0,71192469,42,"Av. Sta. Rosa, 5741, Ciudad Del Niño, San Miguel",https://portalinmobiliario.com/MLC-4230801252-moderno-2d1b-con-terraza-en-san-miguel-_JM
